PIXEL_INDEX,H,Mg,Al,Si,Ca,Ti,Fe,K,Th,U,Sm,Gd,O,MIN_LAT (deg),MAX_LAT(deg),MAX_LON deg,MIN_LON deg
926,5.584345648353282e-05,0.032823498,0.091990058,0.2037917664882899,0.1498358911848311,0,0.029832364,0.000290762,5.124717825367934e-07,1.38962760687513e-07,0,0,0.4913791643936694,-2.5,2.5,144,139.5
927,6.593451343832263e-05,0.028967395,0.091705803,0.1906038636069889,0.1601977810675227,0.00151247,0.029802116,0.000279813,5.507118905527811e-07,1.4941174522379978e-07,0,0,0.4968641240778734,-2.5,2.5,148.5,144
928,7.021224037915465e-05,0.033589202,0.081733185,0.1924113029586755,0.1673955180350847,0.002550346,0.031226931,0.000452304,6.82661420123943e-07,1.854539879942527e-07,0,0,0.4905701310078538,-2.5,2.5,153,148.5
929,7.53282515139226e-05,0.008464276,0.080526679,0.1820558823027151,0.1707753446564353,0,0.033553357,0.000377367,6.105334412445999e-07,1.6581563461666958e-07,0,0,0.5241709893984812,-2.5,2.5,157.5,153
930,9.269245453813008e-05,0.030376511,0.097958903,0.2074659320578785,0.152619756,0.001285131,0.028142751,0.000482136,8.62977613549417e-07,2.3463781506495626e-07,0,0,0.4815750904464012,-2.5,2.5,162,157.5
931,5.679715062530163e-05,0.040896326,0.081918482,0.2064444657172218,0.1554305728218805,0.00229946,0.035921247,0.000477485,1.120049031212365e-06,3.048363399623366e-07,3.88913758414469e-08,5.0558788593880966e-08,0.47655365,-2.5,2.5,166.5,162
932,6.836988401264626e-05,0.022137683,0.1208996658243265,0.1891312704292176,0.1824273858336894,0,0.02986475,0.00054285,1.2235689729188263e-06,3.330397724780695e-07,4.651560770220568e-07,6.047029001286738e-07,0.4549253984982377,-2.5,2.5,171,166.5
933,4.643339859186789e-05,0.02424756,0.076483536,0.1849530210306217,0.1596867731801818,0.00041815,0.032347106,0.00032806,6.997424024202229e-07,1.9017148884670966e-07,0,0,0.52148847,-2.5,2.5,175.5,171
934,5.637523250094051e-05,0.021120722,0.082307059,0.1613017565762075,0.1621949372893046,0.001906792,0.025480478,0.00024422,4.961065960450046e-07,1.3460340359432618e-07,0,0,0.5453870285178458,-2.5,2.5,180,175.5
935,2.952731790517201e-05,0.018669678,0.081413378,0.1735406235072213,0.1416644657275125,0.000712158,0.032424842,0.000298865,3.450079947189146e-07,9.333606908962112e-08,0,0,0.551246025,2.5,7.5,-175,-180
936,4.1962716056516153e-05,0.034655086,0.072825837,0.1762175561122073,0.148482958,0.001074262,0.031647694,0.000153135,4.4562747134215206e-07,1.2080877572455578e-07,0,0,0.5349009426170623,2.5,7.5,-170,-175
937,3.784519833609491e-05,0.033371158,0.094031032,0.205194073,0.1296165930397318,0.00167347,0.028021692,0.000186841,2.96919447661874e-07,8.010031402796881e-08,4.7440803736209977e-08,6.167304485707296e-08,0.5078668097835747,2.5,7.5,-165,-170
938,5.070089872741631e-05,0.016515303,0.093874282,0.2072404093457884,0.1594800602336819,0.001672791,0.027011791,0.000256367,3.9123758459942e-07,1.0586605565073497e-07,0,0,0.4938978,2.5,7.5,-160,-165
939,4.188223881910567e-05,0.04128692,0.090994844,0.2041262097311256,0.1446698291349612,0,0.033022083,6.0009691694250685e-05,3.2709064590375e-07,8.835629463174476e-08,0,0,0.4857978070307112,2.5,7.5,-155,-160
940,2.928253287739672e-05,0.02850816,0.09231923,0.2030784476691705,0.1421186934130977,0.001407813,0.032429671,0.000224191,3.252311665910045e-07,8.784394865631335e-08,0,0,0.4998840976097545,2.5,7.5,-150,-155
941,3.442554819808082e-05,0.023823041,0.074615224,0.1899777842526491,0.1581640179591116,0.001137692,0.03404937,0.000289755,3.9883878771642564e-07,1.0799656182133785e-07,1.598894355759692e-09,2.0785626624876e-09,0.5179081796330385,2.5,7.5,-145,-150
942,4.124028424770543e-05,0.025122672,0.081870787,0.1795453798849779,0.1229457282748415,0.001426288,0.032222942,0.000249098,5.211033948099245e-07,1.4141830501269337e-07,0,0,0.5565752026350439,2.5,7.5,-140,-145
943,3.5870009393721824e-05,0.023581408,0.076908881,0.1690160924873849,0.1288408127288587,0.001286466,0.021277115,0.000299945,2.880207701334792e-07,7.78415543782613e-08,0,0,0.5787530444774658,2.5,7.5,-135,-140
944,2.953066614126864e-05,0.016908406,0.075645645,0.1741491700614366,0.1454322501167517,0,0.027032699,0.000233911,3.8902902133181116e-07,1.0538995295933217e-07,0,0,0.5605678937162748,2.5,7.5,-130,-135
945,3.873065511579151e-05,0.013190481,0.077208578,0.1807517840760575,0.1233979181489275,0.003362034,0.023659755,0.000224828,5.92995778966029e-07,1.610661518882e-07,0,0,0.5781651374973804,2.5,7.5,-125,-130
946,4.25935157039352e-05,0.02205641,0.090115816,0.1821540876455102,0.1528776273161586,0.001779809,0.024187887,0.000197015,4.897002244310019e-07,1.327905952094515e-07,0,0,0.5265881319531337,2.5,7.5,-120,-125
947,5.150381829890367e-05,0.015578541,0.1141950602222617,0.1981692364266182,0.1347935822275933,0.000284131,0.03440618,0.000219324,6.587294341578809e-07,1.7885522496846154e-07,0,0,0.502301603,2.5,7.5,-115,-120
948,2.682553876662268e-05,0.027893385,0.094427709,0.2017981108850179,0.1479243300576483,0.000743258,0.026836393,0.000334985,4.748827309313672e-07,1.286864184139874e-07,1.226256631072537e-07,1.5941336203942982e-07,0.500014119,2.5,7.5,-110,-115
949,3.3793481421511014e-05,0.019573068,0.09139503,0.1962380119437931,0.1415666794303199,0.002027578,0.028325128,0.000342044,4.584479867512266e-07,1.242183741683905e-07,5.7408143887879254e-08,7.4630587054243e-08,0.5204979523424318,2.5,7.5,-105,-110
950,3.466578410866347e-05,0.030928269,0.1045581406525608,0.2031985874082106,0.1509694165522703,0.002066232,0.028623092,0.000228374,7.780524353154918e-07,2.1141103315332125e-07,6.364334694819107e-07,8.27363510326484e-07,0.4793907688640315,2.5,7.5,-100,-105
951,4.247839607506775e-05,0.037689227,0.084856508,0.1993745286080945,0.1518882816711669,0.000675634,0.037601075,0.000341864,8.840936842683974e-07,2.403932319686236e-07,6.178354188267852e-07,8.031860444748208e-07,0.4875278580077962,2.5,7.5,-95,-100
952,4.287334153527751e-05,0.005958559,0.090145173,0.185456252,0.1530994066837213,0.005214742,0.034149563,0.000515443,6.099912786619726e-07,1.6563396604859586e-07,3.643700333024314e-07,4.7368104329316077e-07,0.5254163735933659,2.5,7.5,-90,-95
953,7.278278003398635e-05,0.037437222,0.087830223,0.2007477177094498,0.1650584912731696,0.001926871,0.040624005,0.000515474,1.0105601776340827e-06,2.748869726428341e-07,3.4339902530676766e-08,4.4641873289879794e-08,0.4657858487329748,2.5,7.5,-85,-90
954,4.93682859441206e-05,0.026234142,0.087761826,0.1997354503723337,0.1620177121034817,0.001988147,0.043896318,0.000765388,1.3392938345999976e-06,3.64667307833699e-07,1.6520169730245177e-06,2.147622064931873e-06,0.4775461458792879,2.5,7.5,-80,-85
955,3.694089604261369e-05,0.044040224,0.087066945,0.2083443301252319,0.1643800978222358,0.003777912,0.037999334,0.000862842,1.5352970432122414e-06,4.1817743314085174e-07,2.1808185715374886e-06,2.835064142998735e-06,0.4534844049310862,2.5,7.5,-75,-80
956,5.491687104795275e-05,0.039798261,0.065963253,0.1911578157200206,0.168246818,0.004825189,0.048634078,0.000862288,2.0746967450858046e-06,5.654984753347205e-07,2.796543369637015e-06,3.63550638052812e-06,0.4804483081258663,2.5,7.5,-70,-75
957,5.834326581984589e-05,0.032887543,0.051227605,0.1697306518891359,0.1620441990968545,0.008658343,0.075213255,0.001173711,2.584830154116527e-06,7.048087729115868e-07,3.799065272518193e-06,4.93878485427365e-06,0.4989943209263394,2.5,7.5,-65,-70
958,6.422792739811911e-05,0.061911915,0.056466785,0.2020841035624935,0.1711967119005906,0.018964292,0.1516310301230718,0.001404962,3.387736627379474e-06,9.237248022577606e-07,0,0,0.3362716617921001,2.5,7.5,-60,-65
959,5.23499218613101e-05,0.058805411,0.016980282,0.1755341208587388,0.1322488800749901,0.030046749,0.1765860631570895,0.001081131,3.217234451911781e-06,8.772995315739174e-07,0,0,0.4086609186963881,2.5,7.5,-55,-60
960,5.426337294768474e-05,0.060333277,0.045726556,0.1731694182669085,0.1260478989861883,0.030415074,0.1780336164423511,0.001480444,3.980753831166817e-06,1.0857080208538707e-06,0,0,0.3847343856426826,2.5,7.5,-50,-55
961,6.364175611122603e-05,0.034660508,0.037574898,0.1818806825963877,0.1088702098792578,0.03649274,0.1984765753567894,0.001901355,4.943335625882996e-06,1.3484203590910778e-06,0,0,0.4000730968563546,2.5,7.5,-45,-50
962,7.895374033444451e-05,0.052362826,0.029423935,0.1959785282275697,0.1481421372014005,0.031609166,0.209544873,0.002808549,7.453439380347009e-06,2.033642941439653e-06,1.4735237833304294e-06,1.9155809183295576e-06,0.3300381547519894,2.5,7.5,-40,-45
963,0.000101899,0.058306651,0.042331293,0.1859840956035148,0.1841924346117084,0.024246658,0.1644618644440431,0.003273289,9.004031321957307e-06,2.4570384200930952e-06,1.3229173149250768e-05,1.7197925094026e-05,0.3370599270187326,2.5,7.5,-35,-40
964,8.112045768060967e-05,0.059355108,0.060506878,0.1765923939049539,0.1630024791449526,0.02727944,0.1704085715942544,0.003529089,9.90742808749915e-06,2.703678820471222e-06,1.0250423585412709e-05,1.332555066103652e-05,0.3392087323030459,2.5,7.5,-30,-35
965,8.783053228420866e-05,0.06255149,0.058828499,0.1653518142637253,0.1551022526930062,0.027430923,0.1502843473384367,0.003683161,1.0092411664153837e-05,2.754141509211704e-06,1.400619715155544e-05,1.8208056297022077e-05,0.3766346221636435,2.5,7.5,-25,-30
966,0.000116261,0.077383227,0.087698082,0.185850713,0.2153022875950071,0.01152707,0.1290586842042811,0.004175573,1.1812269482409176e-05,3.2234605893769244e-06,1.884766708405357e-05,2.4501967209269647e-05,0.2888297168114174,2.5,7.5,-20,-25
967,9.812540945360076e-05,0.080337285,0.081830958,0.1994245629919124,0.1729209953832254,0.024861153,0.1430955875197876,0.003807704,1.126870036885468e-05,3.075184565556447e-06,1.1822042903166655e-05,1.5368655774116652e-05,0.2935820952628077,2.5,7.5,-15,-20
968,6.694968997743292e-05,0.063013898,0.059015371,0.2051961579852361,0.1872026802892145,0.032767729,0.1625392974326491,0.003528078,9.33350523440952e-06,2.5469367680838763e-06,4.130082546681534e-06,5.369107310685995e-06,0.2866484597477396,2.5,7.5,-10,-15
969,8.69473134356974e-05,0.045324396,0.052893551,0.2271643843161327,0.1909266023864105,0.036506191,0.1750137719614842,0.003496728,9.262919659041282e-06,2.5275610664818586e-06,0,0,0.2685756376275318,2.5,7.5,-5,-10
970,9.377018167017943e-05,0.061642576,0.080161994,0.2314768500782497,0.1903392724979107,0.014107777,0.1080923748104301,0.003193534,7.976782778611532e-06,2.1765632618914565e-06,1.053235464582665e-05,1.3692061039574649e-05,0.3108574735246534,2.5,7.5,0,-5
971,5.65738303230752e-05,0.056718313,0.050875031,0.1705745712985313,0.1799440671837307,0.010927878,0.093387674,0.002140887,5.668310938653842e-06,1.546565004781255e-06,1.0570621611549335e-05,1.3741808095014138e-05,0.4353434775764045,2.5,7.5,5,0
972,4.281644092981122e-05,0.051492974,0.088630388,0.1577634864173826,0.1478908706511568,0.01068427,0.071876068,0.001555554,4.268363110942403e-06,1.164381393118565e-06,6.80095658785863e-06,8.841243564216222e-06,0.4700424977949714,2.5,7.5,10,5
973,4.988729844365789e-05,0.03856916,0.085406148,0.1823172837220031,0.1116069922365767,0.012595367,0.063944343,0.001267315,3.211234657315952e-06,8.757499553704837e-07,5.100073248136296e-06,6.630095222577184e-06,0.5042276862329242,2.5,7.5,15,10
974,5.375843550038181e-05,0.057836527,0.069966927,0.199759216,0.1879171776466955,0.033595704,0.1063606931782413,0.001162665,3.601122461489851e-06,9.819687044490046e-07,0,0,0.3433427477039364,2.5,7.5,20,15
975,5.8675378655087926e-05,0.069749331,0.045913273,0.2098185106923602,0.1309183731745937,0.045679733,0.1550858066621839,0.001161855,3.2403628433191166e-06,8.834298464938295e-07,0,0,0.341610319,2.5,7.5,25,20
976,4.8624377267412725e-05,0.050843311,0.039670848,0.1745754454222518,0.1190618197381801,0.038407253,0.1459797256471559,0.000889802,1.7328576990293865e-06,4.72048702555261e-07,0,0,0.4305209658945558,2.5,7.5,30,25
977,5.248648101350072e-05,0.061494802,0.035927873,0.1748392106097098,0.148986705,0.035957918,0.1318564771412537,0.000776567,1.2620227320353228e-06,3.4352220641457546e-07,0,0,0.4101063553837418,2.5,7.5,35,30
978,6.127948547413587e-05,0.046912235,0.067386564,0.1726804372281638,0.1628210820831779,0.027670723,0.1197471882356028,0.000949986,1.2262217314032687e-06,3.3372328159394214e-07,0,0,0.401768945,2.5,7.5,40,35
979,7.060296171132622e-05,0.066096455,0.061640072,0.2032682819455579,0.1194329820651018,0.01540077,0.1065639542628837,0.00059955,1.2833340832429762e-06,3.4932624269270565e-07,0,0,0.4269256989103741,2.5,7.5,45,40
980,7.584992922867133e-05,0.073133753,0.082022044,0.2153224556165253,0.1270155098666903,0.007815302,0.1078295729813566,0.00066222,1.4915256229572468e-06,4.060869843828632e-07,0,0,0.3861213939770995,2.5,7.5,50,45
981,5.330703444122845e-05,0.062058587,0.064797222,0.1757474312961581,0.156805427,0.011829594,0.092792889,0.000685483,1.3100884887906431e-06,3.566871054084458e-07,0,0,0.4352283933999432,2.5,7.5,55,50
982,6.109797703559804e-05,0.037296095,0.066949143,0.179586652,0.1455055546066627,0.007330504,0.064320822,0.000604668,1.0686107292153203e-06,2.908546890041211e-07,4.4831769960330477e-07,5.82813009484296e-07,0.4983430723057818,2.5,7.5,60,55
983,7.438717411133816e-05,0.045256812,0.072109021,0.1724011208862631,0.1318581319593808,0.005329899,0.065437555,0.000498237,9.150237900338586e-07,2.4892062145005344e-07,6.991843239785943e-08,9.089396211721725e-08,0.507033511,2.5,7.5,65,60
984,7.09457459990897e-05,0.056554076,0.075084455,0.2083650790671657,0.1482277827461702,0.002247124,0.077659081,0.000646927,7.477560419776648e-07,2.0310679201050515e-07,0,0,0.4311435789270499,2.5,7.5,70,65
985,6.731485229140336e-05,0.053937099,0.075610817,0.2132691279609891,0.143082655,0.004741641,0.05966304,0.000389426,8.701390587893158e-07,2.365472132621082e-07,3.536849658888327e-07,4.597904556554825e-07,0.4492369583233863,2.5,7.5,75,70
986,5.29910497937946e-05,0.046526003,0.077120568,0.1913386607106783,0.1318868783209428,0.002903689,0.05325702,0.000355873,9.2838716756982e-07,2.525388469989216e-07,0,0,0.4965571371543344,2.5,7.5,80,75
987,7.302425346430895e-05,0.047287682,0.073565716,0.194993733,0.1629110660886996,0.000724827,0.05889945,0.000563785,1.072655439170394e-06,2.919049506787577e-07,1.0463492619660932e-07,1.360254040555921e-07,0.4609791118180028,2.5,7.5,85,80
988,5.565388427690957e-05,0.040625726,0.070955156,0.188944089,0.1425284663059701,0.007129597,0.069789956,0.000552783,1.1186081921690325e-06,3.0446286628875134e-07,0,0,0.4794171494581869,2.5,7.5,90,85
989,5.652054264317303e-05,0.047198362,0.077028687,0.2005877849215046,0.1506458036776437,0.004742094,0.054583828,0.000493259,1.120467430234769e-06,3.049468574887526e-07,2.061289787178351e-07,2.679676723331857e-07,0.464661762,2.5,7.5,95,90
990,7.048380635672107e-05,0.047511235,0.1127956623452593,0.1991985131045925,0.1321904668416617,0.002839915,0.050706454,0.000553808,8.225128085743568e-07,2.2352539152262526e-07,0,0,0.4541324161068077,2.5,7.5,100,95
991,4.878302782246564e-05,0.04445843,0.074224723,0.1932163256512094,0.1376216791077789,0.003012293,0.043644158,0.000275817,5.687389047469271e-07,1.5436853230476046e-07,0,0,0.5034970686464901,2.5,7.5,105,100
992,3.320660817115207e-05,0.046272175,0.097314186,0.2002698178205368,0.1370257394504561,0.001623548,0.041013709,0.00039868,4.658698738561245e-07,1.2620637052231257e-07,0,0,0.4760483462182858,2.5,7.5,110,105
993,3.903855748108909e-05,0.04303827,0.099993118,0.1924338192002828,0.1518132780006854,0.002318314,0.046605589,0.000277422,5.630014938885586e-07,1.527052479066825e-07,5.337944348555243e-09,6.939327653121817e-09,0.4634804226928458,2.5,7.5,115,110
994,2.5369676373115933e-05,0.045438419,0.093877047,0.2015489378092468,0.141553961,0.003639163,0.039972211,0.000277093,3.0618501773218057e-07,8.26039920989812e-08,3.0650744729265413e-07,3.9845968148045037e-07,0.4736667056260154,2.5,7.5,120,115
995,1.2380293742152066e-05,0.035912474,0.097280069,0.1766591459828469,0.1228928110873799,0.002546923,0.037988306,0.000118714,5.939955477574533e-07,1.6124968610851677e-07,3.845953553457569e-07,4.999739619494839e-07,0.5265875370359507,2.5,7.5,125,120
996,2.4443895131919765e-05,0.030914055,0.081328017,0.1863254126040871,0.1415177729601798,0.003344341,0.038077603,0.000214058,4.5071329677444083e-07,1.2214034739370938e-07,3.917876065340533e-07,5.093238884942692e-07,0.5182528218627801,2.5,7.5,130,125
997,4.08022039701556e-05,0.024612984,0.1064242015670691,0.1889671439613868,0.1389998322866735,0.00309911,0.031519712,0.000354205,4.760256495366346e-07,1.2900669131433478e-07,0,0,0.5059814037864387,2.5,7.5,135,130
998,2.3694604071622303e-05,0.017885253,0.077969889,0.181822111,0.1524809748538381,0.001720384,0.028246295,0.00030033,5.027077814807526e-07,1.3638320157705665e-07,0,0,0.5395504307718184,2.5,7.5,140,135
999,3.1409504889381493e-05,0.027130497,0.093099222,0.1809943592528095,0.1553463218835965,0,0.026093478,0.000314073,4.926588315048755e-07,1.3358216735744646e-07,0,0,0.5169900135310987,2.5,7.5,145,140
1000,5.969428980462217e-05,0.037249479,0.088294159,0.1909182947003613,0.1737240874402879,0.000202922,0.032212894,0.000311751,5.985391502436332e-07,1.6246008741836533e-07,0,0,0.4770259585708881,2.5,7.5,150,145
1001,7.04071513172419e-05,0.045808541,0.082700995,0.203527622,0.1689732866020574,0,0.034317924,0.000321463,7.018460559923767e-07,1.9063924564242386e-07,0,0,0.4642788691250453,2.5,7.5,155,150
1002,8.329968148193001e-05,0.049380332,0.096830188,0.20118824,0.1528831473926777,0,0.030473937,0.000159055,7.832769477249727e-07,2.1287866536397677e-07,0,0,0.4690008053401687,2.5,7.5,160,155
1003,4.027559635881844e-05,0.022876979,0.086576251,0.1760478756917075,0.1579765990095582,0.000747882,0.027871263,0.000392345,6.715689325265737e-07,1.824885922176364e-07,0,0,0.5274696755129151,2.5,7.5,165,160
1004,4.966021771600719e-05,0.028047329,0.097521546,0.2069142772649791,0.1718587688471688,0,0.03197707,0.000443848,8.90815629575841e-07,2.422179757152847e-07,2.960243331749888e-07,3.848316331274855e-07,0.4631856872115262,2.5,7.5,170,165
1005,5.827476826309364e-05,0.045445852,0.096993029,0.1836372545245961,0.1449958447532219,0.002160059,0.024622499,0.000200962,5.915311546897873e-07,1.6057255165916636e-07,9.209031345880632e-08,1.1971740749644824e-07,0.5018852599424511,2.5,7.5,175,170
1006,5.995880943160891e-05,0.035122669,0.088210166,0.1789044318516895,0.1296844756243063,0.001730054,0.025630502,0.000126049,3.750282028944225e-07,1.0153208782010417e-07,0,0,0.5405312176647896,2.5,7.5,180,175
1007,5.7383615383892975e-05,0.026849115,0.085892412,0.1771432593413291,0.1374566283474887,0.001959849,0.029883732,0.000302656,4.2707757093815925e-07,1.1572010729480897e-07,0,0,0.5404544213531164,7.5,12.5,-175,-180
1008,2.3476483139831277e-05,0.007112901,0.091071365,0.1757796604889531,0.1515371557938343,0.001790564,0.028252009,0.000366234,3.922825601141162e-07,1.0622750292751453e-07,0,0,0.5440661356737704,7.5,12.5,-170,-175
1009,3.57679924584018e-05,0.030801103,0.080437774,0.1721545219768682,0.1363092046429118,0.001538446,0.02736585,0,4.694069594964522e-07,1.2730860300710606e-07,0,0,0.5513567350980648,7.5,12.5,-165,-170
1010,2.447434836251767e-05,0.041208994,0.091029172,0.1773469846680393,0.1535112065007946,0,0.03054606,0.00023111,1.5352952963358298e-07,4.099709345729326e-08,4.6536176499211425e-08,6.049702944897487e-08,0.506101697,7.5,12.5,-160,-165
1011,1.912237166380291e-05,0.024149115,0.06847286,0.1907206268813299,0.1403080322098169,0.003452403,0.027928305,0.000151449,4.879690191665335e-07,1.3235732948602568e-07,7.369195016484788e-08,9.579953521430229e-08,0.5447972957831273,7.5,12.5,-155,-160
1012,4.4996704082046335e-05,0.03151862,0.080458748,0.1784120936605553,0.1446478093924739,0.002405567,0.033816284,0.000161392,4.241357552933989e-07,1.1490869743348953e-07,0,0,0.5285339507096902,7.5,12.5,-150,-155
1013,5.458205066561073e-05,0.025934451,0.1137276932696096,0.193355104,0.1328020040134322,0.001289171,0.032218835,0.000387818,5.367689301358467e-07,1.4556396216000226e-07,0,0,0.5002296594742315,7.5,12.5,-145,-150
1014,4.149792185351437e-05,0.021717735,0.087194615,0.1819693981690893,0.148160829,0.002456147,0.027128837,0.000235954,5.563366884229445e-07,1.510075495302143e-07,0,0,0.5310942795322291,7.5,12.5,-140,-145
1015,5.625865305705553e-05,0.019138533,0.086433125,0.1654849088934546,0.1412018865825507,0.002618373,0.024798364,0.000200438,3.31158386834171e-07,8.957494680080567e-08,0,0,0.5600676924152359,7.5,12.5,-135,-140
1016,4.980832301415859e-05,0.008021169,0.089315233,0.1731286027482507,0.1455043731052021,0.001837363,0.026207166,0.000252625,4.807241943289209e-07,1.303873670827544e-07,0,0,0.5556830483060851,7.5,12.5,-130,-135
1017,5.294682623745578e-05,0.013090037,0.08576755,0.1779359374476078,0.1363299265321688,0.001954201,0.0292402,0.000263996,5.804163294541279e-07,1.5759460456665773e-07,0,0,0.5553644673665603,7.5,12.5,-125,-130
1018,5.4804577678276816e-05,0.027645946,0.090475987,0.1860252861941933,0.1342216092647271,0.002036091,0.029681672,0.000321758,5.506192204672361e-07,1.4940759726652866e-07,0,0,0.5295361452287601,7.5,12.5,-120,-125
1019,3.2992301740492833e-05,0.038039767,0.093540764,0.1988255317672212,0.1562062862391465,0.000523269,0.028319245,0.000302239,5.29305426431615e-07,1.4351923299522562e-07,3.771341513436769e-07,4.9027439674678e-07,0.4842083654272631,7.5,12.5,-115,-120
1020,3.116078829364794e-05,0.030777237,0.08582328,0.1964646314820298,0.1560303452120947,0.001493949,0.031818447,0.000231786,6.442499957567585e-07,1.749213093467941e-07,3.5853015958945924e-07,4.660892074662971e-07,0.4973275197406858,7.5,12.5,-110,-115
1021,2.662541740971396e-05,0.0270305,0.074673448,0.1922203553664848,0.1643620182130618,0,0.033452771,0.00025888,5.303194001755853e-07,1.4386358166161906e-07,0,0,0.5079747284041234,7.5,12.5,-105,-110
1022,3.2487592243389105e-05,0.045048718,0.07643853,0.1757924223467467,0.1648933388418355,0.001706064,0.037520048,0.000291183,6.271045062966123e-07,1.702849466513779e-07,0,0,0.4982764105086078,7.5,12.5,-100,-105
1023,3.828099185266346e-05,0.01059407,0.096976192,0.1932374472175264,0.1582301781067976,0.002171954,0.03704883,0.000426259,8.83556483596775e-07,2.402677616475184e-07,0,0,0.5012756638279141,7.5,12.5,-95,-100
1024,3.0516395345772325e-05,0.037980896,0.093173335,0.2132425992603302,0.1414450579568968,0.001900357,0.038768106,0.000416401,1.2826543452342663e-06,3.491534882340359e-07,6.573324504972712e-07,8.545321856464525e-07,0.4730395881000038,7.5,12.5,-90,-95
1025,5.648525066471848e-05,0.038082266,0.071987096,0.1911280912267504,0.1748603456540595,0.002200351,0.046084308,0.000493105,1.3682920939686403e-06,3.7258834827505115e-07,9.991131739563692e-07,1.29884712614328e-06,0.4751039133004691,7.5,12.5,-85,-90
1026,3.493743030416725e-05,0.04872603,0.072085463,0.1768265225063809,0.1422960394371903,0.005001214,0.042359272,0.000550421,1.3447313753439924e-06,3.662452637183291e-07,1.8286362444487463e-06,2.3772271177833703e-06,0.5121141831838469,7.5,12.5,-80,-85
1027,3.2244175625560466e-05,0.04827529,0.099647157,0.1816095453969783,0.1621545323681583,0.003170026,0.050311278,0.000870012,2.34337573902583e-06,6.387723393036928e-07,3.3869906575246126e-06,4.403087854781996e-06,0.4539191424651431,7.5,12.5,-75,-80
1028,3.871408303214071e-05,0.048038804,0.080284578,0.1865670834626049,0.1473291574334461,0.007206843,0.072446746,0.00126955,2.911879328500815e-06,7.939928965933728e-07,3.6436150971552495e-06,4.736699626301825e-06,0.4568064387337378,7.5,12.5,-70,-75
1029,6.295543442474467e-05,0.072434666,0.075267908,0.2020903012794071,0.1466009759949607,0.012171606,0.1248984724554659,0.001360317,3.224398183415005e-06,8.791385841330953e-07,1.1013708445489217e-06,1.4317820979135978e-06,0.3651061607506006,7.5,12.5,-65,-70
1030,5.135082451123442e-05,0.060849892,0.02950351,0.1900511021705059,0.143055973,0.025017205,0.165674843,0.001322944,2.973258336385086e-06,8.106610314127776e-07,0,0,0.384469397,7.5,12.5,-60,-65
1031,4.449528925388967e-05,0.053270678,0.01410312,0.1971207978871561,0.1227221594131597,0.029932195,0.1933486985729226,0.001201532,3.315922827691428e-06,9.04223473513876e-07,0,0,0.3882521031888033,7.5,12.5,-55,-60
1032,5.5625540096111216e-05,0.062705998,0.009842279,0.2089271219089478,0.1330289055649959,0.040770739,0.1926681642639846,0.001506712,4.359365279276515e-06,1.1889770951707188e-06,0,0,0.3504889063594918,7.5,12.5,-50,-55
1033,5.437787340077388e-05,0.058034716,0.021082898,0.1803301839040377,0.1283840435606932,0.042311099,0.2086463358723257,0.001915288,5.454742677725024e-06,1.488080221780741e-06,0,0,0.3592341141281058,7.5,12.5,-45,-50
1034,6.51329236552476e-05,0.067165003,0.034965974,0.1796491751326283,0.1405659395754041,0.034377533,0.1836100950688746,0.002501306,7.123594087478116e-06,1.9436932421934877e-06,3.356437723782226e-06,4.363369040916893e-06,0.3570830548428205,7.5,12.5,-40,-45
1035,8.661854396435117e-05,0.060285777,0.053265135,0.1608062228082392,0.165476498,0.020035197,0.1544497799716736,0.003132512,8.76695965575999e-06,2.392371394292992e-06,1.6281538279295867e-05,2.1165999763084627e-05,0.3824136527775376,7.5,12.5,-35,-40
1036,0.000107793,0.090869788,0.065710926,0.2036499645964296,0.1660561236566335,0.027801753,0.1648877437817539,0.003950207,1.108948962530815e-05,3.02624297196953e-06,8.065591739094197e-06,1.0485269260822456e-05,0.2769330355805546,7.5,12.5,-30,-35
1037,0.000109844,0.056988346,0.054724502,0.1659819965021648,0.1833918883807266,0.025653625,0.1282233758051199,0.003650832,1.0661816152322904e-05,2.909635776254892e-06,1.8805631007008415e-05,2.4447320309110946e-05,0.3812187658769265,7.5,12.5,-25,-30
1038,7.060495133951153e-05,0.068230129,0.063611933,0.1700969672783096,0.1895689851972548,0.006234309,0.094847311,0.003202956,9.257674317557306e-06,2.5264090029377696e-06,1.6795628031893303e-05,2.1834316441461293e-05,0.4040863907459812,7.5,12.5,-20,-25
1039,5.842160804717302e-05,0.058054959,0.060658483,0.1436371211449721,0.1654382014369814,0.013557026,0.1023771985402125,0.00256053,7.53993467354138e-06,2.0575565544112186e-06,1.2667740588859924e-05,1.64680627655179e-05,0.4536193258788991,7.5,12.5,-15,-20
1040,4.297047099508871e-05,0.049484328,0.051687727,0.1770319798282048,0.1258510867120137,0.022804593,0.1194859414985692,0.00255973,7.231276549728745e-06,1.9731821623914443e-06,1.3236617682923456e-05,1.7207602987800495e-05,0.4510119950813513,7.5,12.5,-10,-15
1041,8.608593517819622e-05,0.089549454,0.072959099,0.2223337683850368,0.1813970006051946,0.027581992,0.1435349030578665,0.003021871,8.30379098387923e-06,2.265655764531017e-06,3.0750143422415835e-06,3.997518644914058e-06,0.2595181836634131,7.5,12.5,-5,-10
