,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,PIXEL_INDEX,MIN_LAT (deg),MAX_LAT(deg),MIN_LON deg,MAX_LON deg,AM g/mol,NEUTRON_DEN g/cm3,W_MGOg/g,W_AL2O3g/g,W_SIO2g/g,W_CAOg/g,W_TIO2g/g,W_FEO g/g,W_K ppm,W_THppm,W_U ppm,E[00],E[01],E[02],E[03],E[04],E[05],E[06],E[07],E[08],E[11],E[12],E[13],E[14],E[15],E[16],E[17],E[18],E[22],E[23],E[24],E[25],E[26],E[27],E[28],E[33],E[34],E[35],E[36],E[37],E[38],E[44],E[45],E[46],E[47],E[48],E[55],E[56],E[57],E[58],E[66],E[67],E[68],E[77],E[78],E[88],H,Sm,Mg,Al,Si,Ca,Ti,Fe,K,Th,U,Gd,O,sigma_a_calc,thermal_flux,thermal_flux_no_correction,thermal_flux_no_gravity,thermal_flux_gravity
0,0,0,0,0,0,0,0.0,-90.0,-87.5,-180.0,180.0,21.609,1.5344e-06,0.076213,0.2867,0.44507,0.15633,0.0016727,0.049428,433.89,0.79171,0.21514,6.6536e-06,0.0,0.0,-1.8852e-06,0.0,0.0,-0.02231,1.1900000000000001e-07,-2.6756e-06,1.6166e-05,0.0,-5.0823e-06,0.0,-1.4726e-06,0.0040943,-1.3823e-05,3.9954e-06,1.2188e-05,-4.850100000000001e-07,-3.616400000000001e-07,1.2217e-07,0.015153,1.48e-05,-2.1926e-05,5.7108e-06,0.0,0.0,0.0024006,-4.858e-06,6.6773e-06,1.3902e-07,2.5797e-08,-0.0003277,1.9772000000000005e-07,1.5387e-06,5.145300000000001e-07,0.00029189,6.9154e-07,1.985e-06,246.4,0.0,0.0,0.00033237,-4.8165e-05,0.00018968,0.0001335782264893,0.0,0.0426020057595496,0.0960776349876492,0.1937155126345648,0.1455347254328556,0.0009335355627288,0.035771477963019,0.0004039279857868,7.370389398864333e-07,2.0028363608792017e-07,0.0,0.4848266641247806,33.12449856151162,0.30502291323097513,0.20869679221718151,0.20869679221718151,0.30502291323097513
1,1,1,1,1,1,1,1.0,-87.5,-82.5,-180.0,-135.0,21.851,1.4376e-06,0.08711,0.25362,0.46091,0.14741,0.0017781,0.059621,482.4,0.95002,0.25836,2.7966e-05,0.0,0.0,-8.1191e-06,0.0,0.0,-0.094065,1.1459e-06,-1.1759e-05,6.8545e-05,0.0,-2.2101e-05,0.0,-6.4571e-06,0.016686,-5.7309e-05,1.8936e-05,5.1393e-05,-1.925e-06,-1.6481e-06,3.905900000000001e-07,0.064625,6.2743e-05,-9.5475e-05,2.4734e-05,0.0,0.0,0.010322,-2.1711e-05,2.7948e-05,6.798200000000001e-07,1.424e-07,-0.001491,7.6389e-07,7.1887e-06,2.4523e-06,0.001455,2.6049e-06,8.8858e-06,1045.8,0.0,0.0,0.0014174,-0.00021187,0.0008139,7.949094914865137e-05,0.0,0.0531158190285984,0.0927113678552709,0.2188301150408524,0.1496945980583851,0.0010824899457105,0.0470671586374128,0.0004898763591571,9.64743654076569e-07,2.623641296680305e-07,0.0,0.4369278570176802,37.42547132212527,0.25582108606233245,0.20672825928871635,0.20672825928871635,0.25582108606233245
2,2,2,2,2,2,2,2.0,-87.5,-82.5,-135.0,-90.0,21.819,1.4703e-06,0.069303,0.26251,0.44618,0.16314,0.0020221,0.056288,550.72,0.97094,0.26407,2.3834e-05,0.0,0.0,-6.8664e-06,0.0,0.0,-0.0803979999999999,7.765500000000001e-07,-9.8161e-06,5.8278e-05,0.0,-1.8629e-05,0.0,-5.4298e-06,0.014431,-4.9041e-05,1.5589e-05,4.3724e-05,-1.6352e-06,-1.3656e-06,3.7539000000000003e-07,0.054941,5.3347e-05,-8.032299999999998e-05,2.0869e-05,0.0,0.0,0.0088173,-1.8162e-05,2.3745e-05,5.5023e-07,1.112e-07,-0.0012388,6.7026e-07,5.9127e-06,2.0053e-06,0.0011919,2.3084e-06,7.4092e-06,893.09,0.0,0.0,0.0012028,-0.00017813,0.00069054,8.85778029916924e-05,0.0,0.0404849516018847,0.0919350387003983,0.2029489355597704,0.1587176998655259,0.0011793861932025,0.0425716285408358,0.0005357914163904,9.446203475998146e-07,2.569117506650082e-07,0.0,0.4615367887869016,36.08515224953301,0.2661555105190513,0.20453602850746533,0.20453602850746533,0.2661555105190513
3,3,3,3,3,3,3,3.0,-87.5,-82.5,-90.0,-45.0,21.695,1.4976e-06,0.074188,0.27185,0.44559,0.15268,0.0020416,0.051495,415.38,0.77853,0.21154,2.3408e-05,0.0,0.0,-6.6951e-06,0.0,0.0,-0.078488,5.8513e-07,-9.5955e-06,5.7202e-05,0.0,-1.8147e-05,0.0,-5.2695e-06,0.014205,-4.8289e-05,1.4852e-05,4.2966e-05,-1.6274e-06,-1.3126e-06,4.1028000000000004e-07,0.053485,5.2175e-05,-7.809799999999998e-05,2.0328e-05,0.0,0.0,0.0085255,-1.7504e-05,2.3373e-05,5.1701e-07,9.990500000000001e-08,-0.0011844,6.746700000000001e-07,5.63e-06,1.8918e-06,0.0011084,2.3462e-06,7.1055e-06,867.76,0.0,0.0,0.001172,-0.00017186,0.00067296,0.0001270868709461,0.0,0.0438677023014169,0.0963682967696717,0.2051548314303328,0.1503545894229068,0.0012052959626363,0.0394220444625198,0.0004090535063824,7.666725078819468e-07,2.083181153164901e-07,0.0,0.4630901242825636,35.08367381374916,0.2829367346193311,0.2158178347199195,0.2158178347199195,0.2829367346193311
4,4,4,4,4,4,4,4.0,-87.5,-82.5,-45.0,0.0,21.638,1.5046e-06,0.072345,0.27037,0.44527,0.17081,0.0,0.048953,450.18,0.76797,0.20865,2.7686e-05,0.0,0.0,-7.8992e-06,0.0,0.0,-0.092698,6.2687e-07,-1.1256e-05,6.7572e-05,0.0,-2.1414e-05,0.0,-6.2006e-06,0.016848,-5.6957e-05,1.7361e-05,5.0719e-05,-1.9069e-06,-1.5335e-06,5.0048e-07,0.063019,6.1504e-05,-9.1637e-05,2.3984e-05,0.0,0.0,0.010044,-2.0633e-05,2.7451e-05,5.9866e-07,1.1457000000000001e-07,-0.0013766,8.053100000000001e-07,6.558e-06,2.2046e-06,0.0012935,2.7933e-06,8.3154e-06,1022.8,0.0,0.0,0.0013792,-0.00020149,0.00079144,0.000122488710827,0.0,0.0429924626382406,0.0963243138844089,0.2060356282310164,0.1690520368214025,0.0,0.0376639591526597,0.000445546782602,7.600661127435896e-07,2.065025904969595e-07,0.0,0.4473625972101394,34.92638954932522,0.279611982430799,0.21377939111503258,0.21377939111503258,0.279611982430799
5,5,5,5,5,5,5,5.0,-87.5,-82.5,0.0,45.0,21.568,1.5246e-06,0.06813,0.27878,0.44713,0.1606,0.0007735,0.048433,391.73,0.69674,0.18921,2.7863e-05,0.0,0.0,-7.931999999999998e-06,0.0,0.0,-0.093037,5.133e-07,-1.1353e-05,6.7874e-05,0.0,-2.138e-05,0.0,-6.1942e-06,0.017008,-5.7508e-05,1.6895e-05,5.1029e-05,-1.9666e-06,-1.5242e-06,5.2554e-07,0.063091,6.1749e-05,-9.1649e-05,2.3969e-05,0.0,0.0,0.010046,-2.0382e-05,2.7847e-05,5.863300000000001e-07,1.0938e-07,-0.0013633,8.0947e-07,6.4806e-06,2.1688e-06,0.0012618,2.8718e-06,8.2933e-06,1023.1,0.0,0.0,0.0013803,-0.00020061,0.00079294,0.0001139464583864,0.0,0.0407430143492083,0.0999470553350944,0.2082014101628117,0.1599497709065077,0.0004618350678539,0.0374989403235831,0.0003901439835442,6.939190746039861e-07,1.884439361968887e-07,0.0,0.4526930010499991,34.828647906562594,0.2795247171916291,0.21588871864512815,0.21588871864512815,0.2795247171916291
6,6,6,6,6,6,6,6.0,-87.5,-82.5,45.0,90.0,21.691,1.5592e-06,0.071236,0.27823,0.4505,0.15689,0.0020422,0.04447,373.97,0.63842,0.17329,2.4238e-05,0.0,0.0,-6.8553e-06,0.0,0.0,-0.081364,2.466300000000001e-07,-9.9471e-06,5.9021e-05,0.0,-1.8527e-05,0.0,-5.3444e-06,0.015006,-5.051e-05,1.43e-05,4.4488e-05,-1.7596e-06,-1.3067e-06,4.7973e-07,0.055087,5.4038e-05,-7.9805e-05,2.0819e-05,0.0,0.0,0.0087504,-1.7721e-05,2.4529e-05,4.949e-07,8.878499999999998e-08,-0.0011786,7.371500000000001e-07,5.5539e-06,1.8313e-06,0.0010631,2.5801e-06,7.1816e-06,899.76,0.0,0.0,0.0012152,-0.00017498,0.00069747,0.0001150406525121,0.0,0.0400579509348862,0.0937965322596562,0.1972509435959126,0.1469290875347595,0.0011465666289339,0.0323757017904528,0.0003502267248733,5.978868510672523e-07,1.6228785505066282e-07,0.0,0.487977189703307,32.3529081115095,0.30745048196425484,0.21933147483581794,0.21933147483581794,0.30745048196425484
7,7,7,7,7,7,7,7.0,-87.5,-82.5,90.0,135.0,21.662,1.5494e-06,0.073352,0.26724,0.44785,0.17073,0.00055341,0.051966,423.64,0.8195799999999999,0.22275,2.3354e-05,0.0,0.0,-6.6256e-06,0.0,0.0,-0.0783559999999999,3.3327e-07,-9.5714e-06,5.679e-05,0.0,-1.7858e-05,0.0,-5.1568e-06,0.014428,-4.8647e-05,1.3838e-05,4.2809e-05,-1.6921e-06,-1.2627e-06,4.4164000000000003e-07,0.05305,5.2169e-05,-7.6914e-05,2.0077e-05,0.0,0.0,0.0084355999999999,-1.7181e-05,2.3595e-05,4.7981e-07,8.7031e-08,-0.0011361,7.01e-07,5.3727e-06,1.7906e-06,0.001036,2.4482e-06,6.9716e-06,866.07,0.0,0.0,0.0011751,-0.0001699,0.00067064,9.868678547220512e-05,0.0,0.039374477868411,0.0859998973390628,0.1871847724072113,0.15262862856285,0.0002965935287253,0.0361147816737203,0.0003787242558681,7.326853593249024e-07,1.991332924054053e-07,0.0,0.497922505760027,32.31684490742415,0.3041933567000874,0.2090308088521021,0.2090308088521021,0.3041933567000874
8,8,8,8,8,8,8,8.0,-87.5,-82.5,135.0,180.0,21.685,1.502e-06,0.0883,0.27912,0.44469,0.1542,0.0019949,0.053349,404.72,0.84307,0.22916,2.6963e-05,0.0,0.0,-7.696199999999998e-06,0.0,0.0,-0.090353,6.386300000000001e-07,-1.0939e-05,6.5761e-05,0.0,-2.0854e-05,0.0,-6.0597e-06,0.016407,-5.5575e-05,1.6923e-05,4.9406e-05,-1.8823e-06,-1.5043e-06,4.6723000000000004e-07,0.061522,5.9996e-05,-8.982e-05,2.3365e-05,0.0,0.0,0.0097893,-2.0074e-05,2.6894e-05,5.918100000000001e-07,1.1354000000000001e-07,-0.0013598,7.7967e-07,6.4522e-06,2.1764e-06,0.0012675,2.7095e-06,8.195299999999998e-06,997.34,0.0,0.0,0.0013464,-0.00019719,0.0007737,0.0001017475519925,0.0,0.0494385925378859,0.093689295416664,0.1938643026131327,0.1437848345443375,0.0011151629848381,0.0386718131486624,0.0003773839055563,7.861263324208469e-07,2.136817943202359e-07,0.0,0.4789558674888036,33.864390469976065,0.2916192336377332,0.2110843283227129,0.2110843283227129,0.2916192336377332
9,9,9,9,9,9,9,9.0,-82.5,-77.5,-180.0,-156.0,22.045,1.3148e-06,0.072498,0.21724,0.45159,0.15409,0.0061584,0.0815,588.28,1.2355,0.3363,5.2664e-05,0.0,0.0,-1.5616e-05,0.0,0.0,-0.17724,3.8513e-06,-2.2894e-05,0.00013037,0.0,-4.307e-05,0.0,-1.2893e-05,0.030413,-0.00010541,4.0334e-05,9.6668e-05,-3.1014e-06,-3.4303e-06,4.249000000000001e-07,0.12301,0.00011869,-0.00018486,4.782e-05,0.0,0.0,0.019939,-4.3601e-05,5.0694e-05,1.571e-06,3.690100000000001e-07,-0.0031144,1.1996e-06,1.5339e-05,5.4845e-06,0.003301,4.0168e-06,1.7994e-05,1980.4,0.0,0.0,0.0026922,-0.00041661,0.0015527,3.527495731503828e-05,0.0,0.0417474575593309,0.0749958828121681,0.2024805964462455,0.1477752744742005,0.0035406558880181,0.0607609382437648,0.0005641718376771,1.1848682692768824e-06,3.225181699375278e-07,0.0,0.4680982403948405,41.2116619509434,0.22615349493828546,0.18180055904295872,0.18180055904295872,0.22615349493828546
10,10,10,10,10,10,10,10.0,-82.5,-77.5,-156.0,-132.0,22.037,1.3235e-06,0.095264,0.23394,0.44041,0.16682,0.0,0.0730809999999999,528.16,1.1916,0.3243,4.8148e-05,0.0,0.0,-1.4254e-05,0.0,0.0,-0.16224,3.2247e-06,-2.0436e-05,0.00011905,0.0,-3.9305e-05,0.0,-1.171e-05,0.027929,-9.6106e-05,3.6498e-05,8.8254e-05,-2.837e-06,-3.0972e-06,4.233600000000001e-07,0.1124,0.00010811,-0.00016864,4.3655e-05,0.0,0.0,0.018196,-3.9665e-05,4.6366e-05,1.3949e-06,3.2526000000000004e-07,-0.0027955,1.1271e-06,1.383e-05,4.9211e-06,0.0029957,3.7471e-06,1.6315e-05,1805.2,0.0,0.0,0.0024482,-0.00037746,0.0014175,5.419235457080414e-05,0.0,0.0594875990056398,0.0875781435347422,0.214136099780148,0.173487847228843,0.0,0.0590833301430405,0.0005492707192925,1.2392286222148984e-06,3.372623717558674e-07,0.0,0.405621940742729,41.11715977148148,0.22224352473655332,0.19424704090417882,0.19424704090417882,0.22224352473655332
11,11,11,11,11,11,11,11.0,-82.5,-77.5,-132.0,-108.0,21.939,1.4345e-06,0.0879049999999999,0.25855,0.4426,0.15093,3.8089e-05,0.05832,480.9,0.99142,0.26966,4.8261e-05,0.0,0.0,-1.4066e-05,0.0,0.0,-0.16266,1.9464e-06,-2.0454e-05,0.00011862,0.0,-3.831e-05,0.0,-1.1193e-05,0.028891,-9.89e-05,3.285e-05,8.8485e-05,-3.0983e-06,-2.8516e-06,7.287599999999999e-07,0.11122,0.00010848,-0.00016433,4.2752e-05,0.0,0.0,0.018048,-3.7683e-05,4.7907e-05,1.1786e-06,2.4685e-07,-0.0025582,1.2983e-06,1.2494e-05,4.2528e-06,0.0026165,4.5065e-06,1.5278e-05,1807.8,0.0,0.0,0.0024517,-0.00036719,0.0014133,6.449069122087068e-05,0.0,0.0536627470622753,0.094623168491283,0.2103806639525691,0.1534469315156535,2.321510829503308e-05,0.0460935008707989,0.0004889195611599,1.0079530699214817e-06,2.741568909594589e-07,0.0,0.441215080636783,36.374894159138464,0.25999847420863786,0.21488236231615704,0.21488236231615704,0.25999847420863786
12,12,12,12,12,12,12,12.0,-82.5,-77.5,-108.0,-84.0,21.784,1.5342e-06,0.069891,0.25648,0.45314,0.16337,0.00064063,0.051506,403.74,0.75561,0.20528,4.328e-05,0.0,0.0,-1.2384e-05,0.0,0.0,-0.1455,7.1167e-07,-1.8004e-05,0.00010566,0.0,-3.344e-05,0.0,-9.6536e-06,0.026675,-8.9837e-05,2.605e-05,7.9423e-05,-3.0421e-06,-2.379e-06,8.2192e-07,0.098491,9.6835e-05,-0.00014364,3.7537e-05,0.0,0.0,0.015798,-3.228e-05,4.3906e-05,9.1478e-07,1.6874e-07,-0.0021347,1.2753e-06,1.02e-05,3.391e-06,0.0020341,4.4782e-06,1.3057e-05,1610.5,0.0,0.0,0.0021824,-0.0003174,0.0012573,6.270487870858242e-05,0.0,0.0383244849652931,0.0843144865105806,0.1934739784228285,0.1491937723949789,0.000350731009792,0.0365658567010176,0.0003687059660081,6.900428864502054e-07,1.874670845151576e-07,0.0,0.4973444016408213,32.29911479245152,0.2962100748325319,0.21386245986830643,0.21386245986830643,0.2962100748325319
13,13,13,13,13,13,13,13.0,-82.5,-77.5,-84.0,-60.0,21.712,1.5147e-06,0.061184,0.26466,0.4642,0.15479,0.0025379,0.047619,433.0,0.69923,0.18989,4.5047e-05,0.0,0.0,-1.2904e-05,0.0,0.0,-0.15117,8.882600000000001e-07,-1.8758e-05,0.00010998,0.0,-3.4869e-05,0.0,-1.0093e-05,0.027577,-9.305e-05,2.7399e-05,8.2618e-05,-3.1344e-06,-2.5053e-06,8.413299999999999e-07,0.10247,0.00010043,-0.00014936,3.907e-05,0.0,0.0,0.016441,-3.3625e-05,4.5404e-05,9.7514e-07,1.8454e-07,-0.002244,1.3015e-06,1.0732e-05,3.5681e-06,0.0021515,4.6158e-06,1.3617e-05,1668.8,0.0,0.0,0.0022558,-0.00032933,0.001301,8.2050201647109e-05,0.0,0.035431793898683,0.0918834311870784,0.2093126615176497,0.149286827365863,0.0014673766400989,0.0357024814721909,0.0004176057642574,6.743706201888518e-07,1.831389343530184e-07,0.0,0.4764149144429769,33.87991154619508,0.2840610421518901,0.21784954862500122,0.21784954862500122,0.2840610421518901
14,14,14,14,14,14,14,14.0,-82.5,-77.5,-60.0,-36.0,21.663,1.4797e-06,0.060065,0.27264,0.45052,0.15644,0.0019852,0.050699,433.65,0.8128499999999999,0.22091,4.7444e-05,0.0,0.0,-1.3649e-05,0.0,0.0,-0.15855,1.3332e-06,-1.992e-05,0.00011619,0.0,-3.7025e-05,0.0,-1.0755e-05,0.028606,-9.7269e-05,3.0336e-05,8.6988e-05,-3.1801e-06,-2.6927e-06,8.268700000000001e-07,0.10782,0.00010561,-0.00015803,4.1369e-05,0.0,0.0,0.017306,-3.5869e-05,4.7177e-05,1.0706e-06,2.112400000000001e-07,-0.002397,1.3355e-06,1.1575e-05,3.8967e-06,0.002341,4.6844e-06,1.4491e-05,1747.2,0.0,0.0,0.0023698,-0.00034923,0.0013641,9.364979339257996e-05,0.0,0.0362471679826708,0.0986360776468024,0.2116906924982109,0.157225766210302,0.0011961032931883,0.0396109126699516,0.0004358281354965,8.169327797497058e-07,2.220195858700961e-07,0.0,0.4548627628176189,35.7506097780656,0.2680662888016537,0.2163978341729206,0.2163978341729206,0.2680662888016537
15,15,15,15,15,15,15,15.0,-82.5,-77.5,-36.0,-12.0,21.694,1.5168e-06,0.064045,0.26901,0.45647,0.15859,0.0,0.045575,396.57,0.80181,0.2179,5.1197e-05,0.0,0.0,-1.4622e-05,0.0,0.0,-0.17151,1.0025e-06,-2.1365e-05,0.00012505,0.0,-3.9521e-05,0.0,-1.146e-05,0.031228,-0.00010606,3.132e-05,9.398e-05,-3.502e-06,-2.83e-06,9.6233e-07,0.11618,0.00011432,-0.00016914,4.4275e-05,0.0,0.0,0.01868,-3.8128e-05,5.1278e-05,1.0948e-06,2.0670000000000002e-07,-0.0025192,1.4961e-06,1.2094e-05,4.044e-06,0.0024282,5.2706e-06,1.5451e-05,1892.3,0.0,0.0,0.0025677,-0.00037481,0.0014769,7.916096107932426e-05,0.0,0.0392471434577532,0.0988291064852343,0.2178061568839162,0.1618534404327996,0.0,0.036158662428943,0.0004047305559771,8.183095218703768e-07,2.223839124175991e-07,0.0,0.4456205581008627,34.42406540703184,0.2744484667939331,0.22342912709855334,0.22342912709855334,0.2744484667939331
16,16,16,16,16,16,16,16.0,-82.5,-77.5,-12.0,12.0,21.586,1.5687e-06,0.072079,0.31288,0.42381,0.14272,0.0021151,0.041214,268.02,0.53378,0.14472,4.775e-05,0.0,0.0,-1.348e-05,0.0,0.0,-0.15922,3.2008000000000004e-07,-1.9502e-05,0.00011647,0.0,-3.6386e-05,0.0,-1.049e-05,0.029519,-9.9651e-05,2.7379e-05,8.7458e-05,-3.2993e-06,-2.5438e-06,1.0314e-06,0.10719,0.0001061,-0.00015532,4.0745e-05,0.0,0.0,0.01713,-3.4349e-05,4.8038e-05,9.5406e-07,1.6584e-07,-0.0022695,1.4442e-06,1.0759e-05,3.543e-06,0.0021009,5.1756e-06,1.3894e-05,1747.2,0.0,0.0,0.0023712,-0.00034002,0.0013635,7.732703492803225e-05,0.0,0.0419792388518816,0.1092439089797315,0.1921905794239415,0.1384311917253696,0.0012298964073182,0.0310765951868092,0.0002599658632722,5.177396406892363e-07,1.4037109071255248e-07,0.0,0.4855106384160162,32.04775613231981,0.30615992597429403,0.23279269650137926,0.23279269650137926,0.30615992597429403
17,17,17,17,17,17,17,17.0,-82.5,-77.5,12.0,36.0,21.627,1.5953e-06,0.065216,0.2743,0.44779,0.15296,0.001692,0.04342,296.68,0.44307,0.11996,5.0393e-05,0.0,0.0,-1.4224e-05,0.0,0.0,-0.16825,1.0026000000000001e-07,-2.0876e-05,0.0001226,0.0,-3.8191e-05,0.0,-1.1002e-05,0.031533,-0.00010569,2.7528e-05,9.2463e-05,-3.71e-06,-2.6478e-06,1.0884e-06,0.11311,0.00011238,-0.00016369,4.2958e-05,0.0,0.0,0.017907,-3.6179e-05,5.1635e-05,9.7686e-07,1.6438000000000005e-07,-0.0023652,1.5344e-06,1.1176e-05,3.6736e-06,0.0021293,5.5504e-06,1.474e-05,1854.9,0.0,0.0,0.0025144,-0.00035845,0.0014489,3.911968455362808e-05,0.0,0.0351722391733006,0.0886880873491126,0.1880422069199011,0.1373874453629083,0.0009110832009244,0.0303178594668615,0.0002664755968244,3.979619208743712e-07,1.077471100008792e-07,0.0,0.5191749775365824,30.13070373936554,0.3163951076594065,0.222868206240107,0.222868206240107,0.3163951076594065
18,18,18,18,18,18,18,18.0,-82.5,-77.5,36.0,60.0,21.795,1.5899e-06,0.070335,0.26973,0.43666,0.15225,0.0026005,0.043429,230.14,0.58324,0.15822,4.8919e-05,0.0,0.0,-1.3856e-05,0.0,0.0,-0.16437,1.3701e-07,-2.049e-05,0.00011914,0.0,-3.728e-05,0.0,-1.0704e-05,0.030632,-0.00010272,2.7469e-05,8.9862e-05,-3.5752e-06,-2.5977e-06,1.011e-06,0.11067,0.0001096,-0.00016055,4.196e-05,0.0,0.0,0.017646,-3.5549e-05,5.037e-05,9.664300000000002e-07,1.6582e-07,-0.0023339,1.4952e-06,1.1042e-05,3.6174e-06,0.0021493,5.3208e-06,1.4507e-05,1818.9,0.0,0.0,0.0024707,-0.00035352,0.0014245,5.698032684263176e-05,0.0,0.0399582418750895,0.0918666233345042,0.1931583020773982,0.1440507402675905,0.0014750391869527,0.0319431371154062,0.0002177460582278,5.5183023811934e-07,1.4969923234901925e-07,0.0,0.4972724882285174,31.88848353524456,0.3010173693691934,0.22367208031795793,0.22367208031795793,0.3010173693691934
19,19,19,19,19,19,19,19.0,-82.5,-77.5,60.0,84.0,21.767,1.5655e-06,0.066115,0.28051,0.43462,0.16017,0.0026687,0.045113,288.71,0.60256,0.1635,4.5165e-05,0.0,0.0,-1.2856e-05,0.0,0.0,-0.15156,3.9543000000000004e-07,-1.9008e-05,0.00011044,0.0,-3.4712e-05,0.0,-9.9971e-06,0.028019,-9.4607e-05,2.6297e-05,8.2946e-05,-3.1846e-06,-2.4349e-06,9.199e-07,0.10221,0.00010121,-0.00014878,3.8937e-05,0.0,0.0,0.016392,-3.3125e-05,4.6089e-05,9.2145e-07,1.6443000000000002e-07,-0.0021766,1.3633e-06,1.0395e-05,3.4209e-06,0.0020333,4.851e-06,1.3472e-05,1674.0,0.0,0.0,0.0022728,-0.00032723,0.0013106,7.413921301262779e-05,0.0,0.0374424805236339,0.0952371915737027,0.1916502573828269,0.1510668242005513,0.0015089546454672,0.033077233226355,0.0002723013224381,5.683138264986212e-07,1.5420756544165657e-07,0.0,0.4896698953906201,32.823083670492366,0.293466900225578,0.21850680818261342,0.21850680818261342,0.293466900225578
20,20,20,20,20,20,20,20.0,-82.5,-77.5,84.0,108.0,21.765,1.5423e-06,0.082128,0.25669,0.45663,0.1636,0.0017718,0.049231,346.54,0.65144,0.17684,4.4555e-05,0.0,0.0,-1.2719e-05,0.0,0.0,-0.14935,5.489500000000001e-07,-1.8587e-05,0.00010871,0.0,-3.4373e-05,0.0,-9.9163e-06,0.027428,-9.2475e-05,2.6431e-05,8.1702e-05,-3.1182e-06,-2.4426e-06,8.882800000000001e-07,0.10109,9.9415e-05,-0.00014734,3.8569e-05,0.0,0.0,0.016149,-3.3053e-05,4.522e-05,9.3713e-07,1.7004e-07,-0.0021917,1.3376e-06,1.0454e-05,3.4432e-06,0.0020535,4.6868e-06,1.3324e-05,1652.6,0.0,0.0,0.00224,-0.00032419,0.0012919,9.117898374392104e-05,0.0,0.0456367234070894,0.085511747250138,0.1975707909751776,0.1514013757839746,0.0009829914188877,0.0354180562132211,0.0003207006892675,6.028662117402959e-07,1.6365415216160188e-07,0.0,0.483065668758136,32.973018434737405,0.29427815319858863,0.21640266079410062,0.21640266079410062,0.29427815319858863
21,21,21,21,21,21,21,21.0,-82.5,-77.5,108.0,132.0,21.647,1.5478e-06,0.085374,0.26487,0.44703,0.16894,0.00019294,0.048486,356.84,0.75971,0.2064,4.5849e-05,0.0,0.0,-1.3011e-05,0.0,0.0,-0.15312,5.1995e-07,-1.863e-05,0.00011151,0.0,-3.5073e-05,0.0,-1.0122e-05,0.028091,-9.4652e-05,2.7228e-05,8.3898e-05,-3.1576e-06,-2.4761e-06,9.2294e-07,0.10342,0.0001018,-0.00015027,3.9347e-05,0.0,0.0,0.016573,-3.3699e-05,4.5859e-05,9.3943e-07,1.6807000000000002e-07,-0.00221,1.3604e-06,1.0519e-05,3.4958e-06,0.0020934,4.7926e-06,1.353e-05,1684.6,0.0,0.0,0.0022838,-0.00033054,0.0013147,8.10627522904767e-05,0.0,0.0471020789017748,0.0876074095718155,0.1920375711128389,0.1552280669277001,0.0001062792645767,0.0346332828419719,0.0003278772546613,6.980485067221678e-07,1.8964764421615546e-07,0.0,0.482875483676219,32.258084908793926,0.29903334817515026,0.21614930612656896,0.21614930612656896,0.29903334817515026
22,22,22,22,22,22,22,22.0,-82.5,-77.5,132.0,156.0,21.653,1.4965e-06,0.081469,0.26538,0.45211,0.16707,0.0013129,0.054639,470.25,0.86451,0.23501,4.8913e-05,0.0,0.0,-1.4037e-05,0.0,0.0,-0.1632,1.0225e-06,-1.9946e-05,0.00011912,0.0,-3.7851e-05,0.0,-1.0988e-05,0.029504,-9.9801e-05,3.0529e-05,8.9361e-05,-3.2897e-06,-2.7268e-06,8.794800000000001e-07,0.11077,0.00010823,-0.00016198,4.2376e-05,0.0,0.0,0.017829,-3.6473e-05,4.8554e-05,1.0733e-06,2.0483000000000002e-07,-0.0024296,1.3849e-06,1.1692e-05,3.9486e-06,0.0023738,4.8636e-06,1.4775e-05,1795.0,0.0,0.0,0.0024252,-0.00035605,0.0014003,7.911879192857863e-05,0.0,0.0451996260848296,0.0882681995105988,0.1953087312256511,0.1543704757748209,0.0007272536764539,0.0392471437081372,0.0004345047957927,7.987958341538901e-07,2.171461394136629e-07,0.0,0.4763639304898133,34.09909614039371,0.28248564365745654,0.20927008199529107,0.20927008199529107,0.28248564365745654
23,23,23,23,23,23,23,23.0,-82.5,-77.5,156.0,180.0,21.806,1.3783e-06,0.0916,0.25774,0.44283,0.16164,0.00057598,0.067767,461.65,1.103,0.30011,4.9727e-05,0.0,0.0,-1.4574e-05,0.0,0.0,-0.16617,2.6916e-06,-2.0948e-05,0.00012233,0.0,-3.9826e-05,0.0,-1.1763e-05,0.029075,-0.00010013,3.5382e-05,9.0954e-05,-3.0332e-06,-3.0413e-06,6.082200000000001e-07,0.11415,0.00011091,-0.00016999,4.4279e-05,0.0,0.0,0.018523,-3.9459e-05,4.8126e-05,1.3078e-06,2.8800000000000004e-07,-0.0027145,1.2569e-06,1.336e-05,4.6835e-06,0.0028443,4.2865e-06,1.6121e-05,1833.9,0.0,0.0,0.0024986,-0.00037875,0.001438,7.707014357351157e-05,0.0,0.0553075493862335,0.0932962929946221,0.2081905757293529,0.1625403151252381,0.0003472227450169,0.0529748894346261,0.000464221334308,1.1091435757432425e-06,3.017815761707203e-07,0.0,0.4268004521818767,39.01602147183677,0.24241966606389,0.20145254014298147,0.20145254014298147,0.24241966606389
