,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,PIXEL_INDEX,MIN_LAT (deg),MAX_LAT(deg),MIN_LON deg,MAX_LON deg,AM g/mol,NEUTRON_DEN g/cm3,W_MGOg/g,W_AL2O3g/g,W_SIO2g/g,W_CAOg/g,W_TIO2g/g,W_FEO g/g,W_K ppm,W_THppm,W_U ppm,E[00],E[01],E[02],E[03],E[04],E[05],E[06],E[07],E[08],E[11],E[12],E[13],E[14],E[15],E[16],E[17],E[18],E[22],E[23],E[24],E[25],E[26],E[27],E[28],E[33],E[34],E[35],E[36],E[37],E[38],E[44],E[45],E[46],E[47],E[48],E[55],E[56],E[57],E[58],E[66],E[67],E[68],E[77],E[78],E[88],H,Sm,Mg,Al,Si,Ca,Ti,Fe,K,Th,U,Gd,O,sigma_a_calc,thermal_flux,thermal_flux_no_correction,thermal_flux_const_temp,thermal_flux_temp_varying
50,50,50,50,50,50,50,50,50,50,50,50.0,-20.0,0.0,54.0,72.0,22.039,1.2603e-06,0.10425,0.2019,0.43668,0.15174,0.0081107999999999,0.092399,627.09,1.3804,0.37584,1.6458e-05,0.0,0.0,-4.9673e-06,0.0,0.0,-0.05648,1.5021e-06,-7.252499999999999e-06,4.1351e-05,0.0,-1.3887e-05,0.0,-4.1137e-06,0.0088553,-3.2528e-05,1.4116e-05,3.0476e-05,-9.383e-07,-1.1128e-06,8.0608e-08,0.039901,3.7285e-05,-6.0021e-05,1.5347e-05,0.0,0.0,0.0065817,-1.4296e-05,1.5907e-05,5.243e-07,1.2588e-07,-0.0010573,3.7452e-07,5.0467e-06,1.8029e-06,0.0012086,1.0787e-06,5.8149e-06,640.15,0.0,0.0,0.0008525199999999,-0.00013365,0.00049491,5.875608706118668e-05,3.180024935423409e-07,0.0627919329919453,0.0729050697111095,0.2047982209630072,0.1522128025204928,0.0048775676540743,0.0720539703820738,0.000629043932599,1.3847011506477418e-06,3.770110695881248e-07,4.134032416050432e-07,0.4296701426396813,46.50150699269656,0.203439539487385,0.18317268879210502,0.203439539487385,0.20368880458173488
51,51,51,51,51,51,51,51,51,51,51,51.0,-20.0,0.0,72.0,90.0,21.828,1.4406e-06,0.08987,0.23174,0.44868,0.15436,0.0049446,0.069116,481.21,0.9738500000000002,0.26486,1.4277e-05,0.0,0.0,-4.1972e-06,0.0,0.0,-0.048923,6.0088e-07,-6.2416e-06,3.5564e-05,0.0,-1.1554e-05,0.0,-3.3071e-06,0.0081639999999999,-2.9316e-05,1.0193e-05,2.6499e-05,-9.6979e-07,-8.367499999999999e-07,2.0987e-07,0.03386,3.2278e-05,-4.9788e-05,1.2886000000000003e-05,0.0,0.0,0.0055354,-1.1416e-05,1.4627e-05,3.4101e-07,6.7774e-08,-0.0007879999999999,4.2496e-07,3.6754e-06,1.2328e-06,0.0008348099999999,1.3135e-06,4.5618e-06,551.51,0.0,0.0,0.00073364,-0.00010932,0.00042527,6.339599166365466e-05,4.948224349011559e-08,0.0521371511852921,0.0805985409307871,0.2026769480117727,0.1491387981611794,0.002864016664557,0.0519127467310703,0.0004649331501887,9.409096824907012e-07,2.55901153673037e-07,6.432691653715026e-08,0.4601421585534923,38.90518191006118,0.24611842091170566,0.20669490712994368,0.24611842091170566,0.24490173363174744
52,52,52,52,52,52,52,52,52,52,52,52.0,-20.0,0.0,90.0,108.0,21.813,1.5439e-06,0.07394,0.25167,0.44786,0.15543,0.0039677,0.057147,334.6,0.658,0.17863,1.4394e-05,0.0,0.0,-4.161e-06,0.0,0.0,-0.049385,2.4908e-07,-6.3971e-06,3.5825e-05,0.0,-1.141e-05,0.0,-3.2256e-06,0.0085406,-3.0235e-05,9.2688e-06,2.6825e-05,-1.0562e-06,-7.9022e-07,2.7567e-07,0.033826,3.2631e-05,-4.9258e-05,1.2782e-05,0.0,0.0,0.0054768,-1.1035e-05,1.5196e-05,2.9982e-07,5.2338e-08,-0.00074303,4.6538e-07,3.4152e-06,1.1091e-06,0.00074456,1.4922e-06,4.4035e-06,556.99,0.0,0.0,0.0007410799999999,-0.00010709,0.0004307,6.477027031897335e-05,4.699987977576262e-09,0.0418210868884737,0.085337701247887,0.1972392007981599,0.1464111088450549,0.0022406112760034,0.0418477548118884,0.0003151846942003,6.198192731135956e-07,1.6826491908249484e-07,6.109984370849141e-09,0.4847217822738485,35.24983997150403,0.2708075368130415,0.21982368857686835,0.2708075368130415,0.2713752903064339
53,53,53,53,53,53,53,53,53,53,53,53.0,-20.0,0.0,108.0,126.0,21.791,1.5356e-06,0.070294,0.24637,0.44728,0.16308,0.0040373,0.061497,274.26,0.48155,0.13046,1.4854e-05,0.0,0.0,-4.3059e-06,0.0,0.0,-0.0508,2.6347e-07,-6.6846e-06,3.7066e-05,0.0,-1.183e-05,0.0,-3.3534e-06,0.0087532,-3.1065e-05,9.6118e-06,2.7726e-05,-1.0938e-06,-8.2057e-07,2.7232e-07,0.034844,3.3584e-05,-5.0942e-05,1.3243e-05,0.0,0.0,0.0056242,-1.1403e-05,1.5685e-05,3.1332e-07,5.5145e-08,-0.00076924,4.7955e-07,3.5495e-06,1.1662e-06,0.00077459,1.5192e-06,4.6032e-06,571.59,0.0,0.0,0.00075878,-0.00010972,0.00044389,4.901273506540662e-05,7.950909319082577e-08,0.0391597631377737,0.082281697803934,0.1940154732936735,0.1513023994803395,0.0022455598854172,0.0443545917290679,0.0002544530051598,4.467725684925039e-07,1.2103820846336216e-07,1.0336182114807353e-07,0.4863362982478774,36.01643894782024,0.26206581349093655,0.21069006559485576,0.26206581349093655,0.2619774238543535
54,54,54,54,54,54,54,54,54,54,54,54.0,-20.0,0.0,126.0,144.0,21.711,1.6143e-06,0.070272,0.25471,0.4516,0.15874,0.0025928,0.049216,263.19,0.53567,0.14524,1.479e-05,0.0,0.0,-4.2142e-06,0.0,0.0,-0.050635,2.6953e-08,-6.4463e-06,3.6535e-05,0.0,-1.1438e-05,0.0,-3.2233e-06,0.0089905,-3.134e-05,8.610999999999998e-06,2.7508e-05,-1.137e-06,-7.7077e-07,3.2372e-07,0.034384,3.3385e-05,-4.9476e-05,1.2871e-05,0.0,0.0,0.0055383,-1.0918e-05,1.5750999999999995e-05,2.7814e-07,4.3705e-08,-0.00072441,4.91e-07,3.2783e-06,1.0494e-06,0.00069338,1.6311e-06,4.3636e-06,569.41,0.0,0.0,0.0007573499999999,-0.00010725,0.00043964,5.1813472721226326e-05,3.886125787944175e-08,0.039731707386736,0.0863365184793149,0.198812614512025,0.1494736376173723,0.0014636449976641,0.0360266669504854,0.0002478264248741,5.044005509795755e-07,1.3676169287858864e-07,5.0519635243274266e-08,0.4878548396156698,33.33146060294973,0.28259219105225186,0.22869740137745287,0.28259219105225186,0.2819330320892173
55,55,55,55,55,55,55,55,55,55,55,55.0,-20.0,0.0,144.0,162.0,21.701,1.5737e-06,0.057239,0.26172,0.45585,0.17241,0.0024706,0.048007,526.7,0.94357,0.25659,1.61e-05,0.0,0.0,-4.6008e-06,0.0,0.0,-0.055331,1.9908e-07,-6.874e-06,3.9724e-05,0.0,-1.2501e-05,0.0,-3.5309e-06,0.0096924,-3.3878e-05,9.9781e-06,2.9841e-05,-1.1671e-06,-8.553799999999999e-07,3.4421e-07,0.037646,3.6351e-05,-5.3903e-05,1.403e-05,0.0,0.0,0.006147,-1.209e-05,1.6725e-05,3.1568e-07,5.3197e-08,-0.00080395,5.1793e-07,3.6512e-06,1.171e-06,0.00079673,1.7237e-06,4.7291e-06,622.47,0.0,0.0,0.00082651,-0.00011868,0.00047588,6.416082791794532e-05,2.2624292645741065e-07,0.0327691877017254,0.0898264365778073,0.2032032672062076,0.164383946840744,0.0014121729742475,0.0355828772379069,0.0005021809918277,8.99644804364717e-07,2.4464518832936905e-07,2.941158043946338e-07,0.4722541049928916,34.77254100247476,0.26913139063046565,0.2211675813702117,0.26913139063046565,0.2692258659330435
56,56,56,56,56,56,56,56,56,56,56,56.0,-20.0,0.0,162.0,180.0,21.672,1.5792e-06,0.052537,0.2732,0.4553,0.17458,0.0019648,0.046349,538.09,1.0127,0.27547,1.6529e-05,0.0,0.0,-4.716e-06,0.0,0.0,-0.056764,2.1504e-07,-7.0523e-06,4.0819e-05,0.0,-1.2809e-05,0.0,-3.6197e-06,0.0099647,-3.4961e-05,1.0164e-05,3.0671e-05,-1.1965e-06,-8.7408e-07,3.5932e-07,0.038601,3.7411e-05,-5.5239e-05,1.4371e-05,0.0,0.0,0.0062985,-1.2366e-05,1.7189e-05,3.2084e-07,5.3466e-08,-0.0008218499999999,5.3213e-07,3.723e-06,1.193e-06,0.00080701,1.7879e-06,4.8445e-06,638.35,0.0,0.0,0.00085067,-0.00012204,0.0004884,5.660666166087828e-05,1.1961821465675032e-07,0.0296392144431685,0.0924008009472461,0.2000019170767474,0.1640284653958873,0.0011067042789178,0.0338535833055024,0.0005055680888124,9.514928795189318e-07,2.588207203723513e-07,1.5550367905377546e-07,0.4784056543665633,33.83217819985197,0.2764046106121324,0.22260008799111874,0.2764046106121324,0.27635404092851223
57,57,57,57,57,57,57,57,57,57,57,57.0,0.0,20.0,-180.0,-162.0,21.664,1.7355e-06,0.048168,0.27437,0.4481,0.16255,0.002376,0.043233,218.76,0.44935,0.12167,1.6954e-05,0.0,0.0,-4.6343e-06,0.0,0.0,-0.058226,-4.1443e-07,-7.2872e-06,4.127e-05,0.0,-1.2407000000000003e-05,0.0,-3.5013e-06,0.011086,-3.6647e-05,8.4246e-06,3.125e-05,-1.309e-06,-8.0375e-07,4.6888e-07,0.038203,3.819e-05,-5.3805e-05,1.4068e-05,0.0,0.0,0.0063491,-1.1709e-05,1.7809e-05,2.6984e-07,3.2633e-08,-0.00073172,5.8018e-07,3.3431e-06,1.039e-06,0.00071492,2.0584e-06,4.6219e-06,650.65,0.0,0.0,0.00086533,-0.0001189,0.00050203,3.672387544162925e-05,3.764771989845623e-08,0.0252766240918709,0.0863158795826403,0.1830924721174092,0.1420596508335648,0.0012448548405464,0.0293723493596681,0.00019118406162,3.927068846635642e-07,1.0633280662516049e-07,4.894203586799309e-08,0.5324096756077914,30.00655744989657,0.31366451646349364,0.23178838948747688,0.31366451646349364,0.313916803882888
58,58,58,58,58,58,58,58,58,58,58,58.0,0.0,20.0,-162.0,-144.0,21.744,1.7084e-06,0.053209,0.2688,0.44789,0.1628999999999999,0.0025223,0.044862,231.3,0.43233,0.11703,1.533e-05,0.0,0.0,-4.22e-06,0.0,0.0,-0.052748,-3.1241e-07,-6.6234e-06,3.7486e-05,0.0,-1.1356e-05,0.0,-3.2034e-06,0.0099469,-3.3057e-05,8.0048e-06,2.8326e-05,-1.1641e-06,-7.4183e-07,4.1181e-07,0.034761,3.4587e-05,-4.9264e-05,1.2849e-05,0.0,0.0,0.0057791,-1.0721e-05,1.61e-05,2.535e-07,3.2741e-08,-0.00067591,5.2275e-07,3.1123e-06,9.6888e-07,0.00067171,1.8343e-06,4.2451e-06,590.51,0.0,0.0,0.00078308,-0.00010845,0.00045665,3.5491175146065256e-05,3.060292007140716e-08,0.028682797722996,0.0868678953073127,0.1879935151176172,0.1462449273367473,0.0013575160520205,0.0313096275165516,0.0002076516371577,3.881281119428854e-07,1.0506472588225633e-07,3.9783796092829314e-08,0.5173000145548967,31.14957138698841,0.3007713234954351,0.22982896261584862,0.3007713234954351,0.30070874651944773
59,59,59,59,59,59,59,59,59,59,59,59.0,0.0,20.0,-144.0,-126.0,21.76,1.7602e-06,0.041776,0.2767,0.45032,0.16189,0.0029769,0.041629,284.52,0.48848,0.13236,1.62e-05,0.0,0.0,-4.4147e-06,0.0,0.0,-0.0559,-4.7164e-07,-6.9921e-06,3.9411e-05,0.0,-1.1798e-05,0.0,-3.3293e-06,0.010701,-3.5288e-05,7.8588e-06,2.9903e-05,-1.2715e-06,-7.604999999999999e-07,4.5496e-07,0.036613,3.6657e-05,-5.1438e-05,1.3404e-05,0.0,0.0,0.0061019,-1.112e-05,1.7165e-05,2.527e-07,2.9241e-08,-0.00069667,5.5976e-07,3.1607e-06,9.7687e-07,0.00067271,1.9986e-06,4.414e-06,627.52,0.0,0.0,0.00083334,-0.00011395,0.00048362,4.167795996572151e-05,8.080354803513182e-09,0.0209238274402941,0.0830839347591264,0.1756186361010544,0.1350385020575972,0.0014886422535514,0.0269943646646746,0.000237328770186,4.074594322385268e-07,1.1040642493263061e-07,1.0504461244567136e-08,0.5565725495428766,28.55365480264256,0.33049690028603634,0.2337429887532879,0.33049690028603634,0.3309101554549853
60,60,60,60,60,60,60,60,60,60,60,60.0,0.0,20.0,-126.0,-108.0,21.784,1.6916e-06,0.048728,0.26507,0.4381,0.16005,0.0026112,0.043408,293.99,0.55543,0.15063,1.5922e-05,0.0,0.0,-4.395e-06,0.0,0.0,-0.054923,-2.4648e-07,-6.8397e-06,3.8888e-05,0.0,-1.1808e-05,0.0,-3.3357e-06,0.010293,-3.4259e-05,8.5938e-06,2.9372e-05,-1.1893e-06,-7.7677e-07,4.1769e-07,0.036233,3.5965e-05,-5.1337e-05,1.3363e-05,0.0,0.0,0.0060709,-1.1247e-05,1.6614e-05,2.6756e-07,3.5724e-08,-0.00071008,5.3763e-07,3.2667e-06,1.0207e-06,0.0007188,1.8827e-06,4.4313e-06,616.04,0.0,0.0,0.00081667,-0.00011393,0.00047487,3.27116188916857e-05,1.700970808088468e-07,0.0265016929895474,0.0864269589047854,0.1855253990254942,0.1449686264412194,0.0014179045287687,0.0305652297893243,0.0002662875756791,5.030923098047268e-07,1.3643626492246726e-07,2.211262050515009e-07,0.5242941583744288,30.99005316694865,0.3010678851729386,0.23217414487733,0.3010678851729386,0.30106368446260556
61,61,61,61,61,61,61,61,61,61,61,61.0,0.0,20.0,-108.0,-90.0,21.802,1.607e-06,0.050415,0.27132,0.43928,0.16042,0.0032642,0.046428,393.17,0.8713699999999999,0.23688,1.4483e-05,0.0,0.0,-4.0612e-06,0.0,0.0,-0.049936,8.4199e-08,-6.2527e-06,3.5635e-05,0.0,-1.1011e-05,0.0,-3.1186e-06,0.0091198,-3.0938e-05,8.7707e-06,2.6753e-05,-1.0172e-06,-7.4407e-07,3.5305e-07,0.033244,3.2859e-05,-4.7576e-05,1.2395e-05,0.0,0.0,0.0055988,-1.0646e-05,1.4879e-05,2.6981e-07,4.1682e-08,-0.00067931,4.736e-07,3.1718e-06,1.0026e-06,0.0007199,1.6323e-06,4.1294e-06,560.24,0.0,0.0,0.0007468299999999,-0.00010691,0.00043177,3.642473974251904e-05,2.880641860376897e-07,0.0291654731512907,0.0940989299583411,0.1978726520816003,0.1545578544697911,0.001885375398313,0.034773794822225,0.0003788025909605,8.395279743756509e-07,2.28223816025459e-07,3.7448344184899657e-07,0.4872289624883172,34.24035000309892,0.2702041850415742,0.22543306447849903,0.2702041850415742,0.27086972858991576
62,62,62,62,62,62,62,62,62,62,62,62.0,0.0,20.0,-90.0,-72.0,22.125,1.3516e-06,0.070852,0.2289,0.43316,0.15664,0.0065542,0.066946,815.01,1.8398,0.50126,1.6102e-05,0.0,0.0,-4.7261e-06,0.0,0.0,-0.055947,1.1759e-06,-6.9369e-06,4.004e-05,0.0,-1.3025e-05,0.0,-3.7915e-06,0.0093719,-3.311e-05,1.3132e-05,2.9667e-05,-9.0257e-07,-9.9188e-07,2.2403e-07,0.038346,3.6905e-05,-5.6554e-05,1.4494e-05,0.0,0.0,0.0065944,-1.3382000000000003e-05,1.5504e-05,4.3238e-07,9.4267e-08,-0.00091541,4.1495e-07,4.4411e-06,1.4931e-06,0.0011061,1.3707e-06,5.1745e-06,634.94,0.0,0.0,0.00084917,-0.00013146,0.00048734,4.8651822154327134e-05,1.8793257325063907e-06,0.0425405395859396,0.0823929959008808,0.2025043302508545,0.1566306925570245,0.003929003271302,0.0520401296789729,0.0008149615726563,1.839690680326952e-06,5.012302154694467e-07,2.443123452258308e-06,0.4590920319901344,43.0819313028646,0.21729391064742212,0.19284874020568188,0.21729391064742212,0.21702263303173047
63,63,63,63,63,63,63,63,63,63,63,63.0,0.0,20.0,-72.0,-54.0,22.872,8.3692e-07,0.099313,0.12331,0.39444,0.1357,0.032412,0.17585,1283.8,3.1656,0.86321,1.6286e-05,0.0,0.0,-4.7816e-06,0.0,0.0,-0.056379,4.1204e-06,-7.0318e-06,4.1088e-05,0.0,-1.4147e-05,0.0,-5.143e-06,0.0083802,-2.8901e-05,1.9535e-05,2.9432e-05,-2.2184e-07,-1.6812e-06,-4.2156e-07,0.041055,3.7736e-05,-6.3831e-05,1.5361e-05,0.0,0.0,0.0067806,-1.6784e-05,1.1148e-05,1.2713e-06,3.8437e-07,-0.0016876,-4.9389e-07,8.0876e-06,3.5923e-06,0.0021614,-8.631999999999998e-07,7.246699999999999e-06,656.25,0.0,0.0,0.00088232,-0.0001561,0.00050735,5.444967242297588e-05,7.786044759585522e-07,0.066179819547182,0.0492619270752788,0.2046612002751747,0.1505991909454805,0.0215643875528771,0.1517136674560731,0.0014247549103595,3.5131672723435027e-06,9.579862020342543e-07,1.012185818746118e-06,0.354534340621382,80.8816696554391,0.10882494978607964,0.12115637443053925,0.10882494978607964,0.1086809221011397
64,64,64,64,64,64,64,64,64,64,64,64.0,0.0,20.0,-54.0,-36.0,23.407,6.4317e-07,0.0878779999999999,0.079974,0.36226,0.11976,0.055183,0.22521,2154.8,5.7202,1.5606,1.7265e-05,0.0,0.0,-4.6257e-06,0.0,0.0,-0.060343,6.7191e-06,-6.5624e-06,4.2952e-05,0.0,-1.4323000000000003e-05,0.0,-6.401e-06,0.008892,-2.8831e-05,2.3208e-05,3.0399e-05,3.3381e-07,-2.3314e-06,-8.087299999999999e-07,0.0449,4.1545e-05,-6.8805e-05,1.5573e-05,0.0,0.0,0.0072579,-1.8651e-05,8.0288e-06,2.3563e-06,7.355299999999999e-07,-0.0025882,-1.9841e-06,1.1205e-05,5.8307e-06,0.0031779,-3.1657e-06,8.165999999999998e-06,721.77,0.0,0.0,0.00099568,-0.00018685,0.00054322,5.971298084210554e-05,3.420890553825698e-06,0.0567257925890751,0.0309487311520781,0.1820773316802451,0.1287465230341019,0.0355645678487933,0.1882135713986982,0.0023164913813784,6.149431037572392e-06,1.6777039399383722e-06,4.447157719973407e-06,0.3753315827515362,102.66229598135416,0.08760209373521544,0.0946097598000635,0.08760209373521544,0.08753957784748709
65,65,65,65,65,65,65,65,65,65,65,65.0,0.0,20.0,-36.0,-18.0,22.799,6.7232e-07,0.099329,0.15538,0.36254,0.16193,0.035603,0.17213,3271.4,9.224,2.5172,1.9839e-05,0.0,0.0,-5.3311e-06,0.0,0.0,-0.069917,7.496699999999999e-06,-5.8699e-06,4.7594e-05,0.0,-1.5588e-05,0.0,-6.6057e-06,0.010104,-3.5628e-05,2.6366e-05,3.4383e-05,4.1765e-07,-2.3875e-06,-6.3674e-07,0.051203,4.8067e-05,-7.5219e-05,1.6823e-05,0.0,0.0,0.0087509,-2.0421e-05,8.8724e-06,2.1911e-06,6.9958e-07,-0.0025559,-1.8533e-06,1.1153e-05,5.5066e-06,0.0033798,-2.4609e-06,8.293499999999998e-06,822.97,0.0,0.0,0.0011732,-0.00022053,0.00059346,8.696657866289937e-05,1.440229209418677e-05,0.0607449204131931,0.0569669073575802,0.1726334396211425,0.1649242559897279,0.0217386374192957,0.1362866541244421,0.0033318916262878,9.394561460194228e-06,2.563745675151876e-06,1.8722979722442803e-05,0.3832412432907154,98.54092210357416,0.09937564408678037,0.0980569630081306,0.09937564408678037,0.09944356327167314
66,66,66,66,66,66,66,66,66,66,66,66.0,0.0,20.0,-18.0,0.0,22.609,7.1801e-07,0.097133,0.15634,0.39094,0.15856,0.034046,0.1597,2801.2,7.5936,2.0721,2.0105e-05,0.0,0.0,-5.5408e-06,0.0,0.0,-0.070217,6.7548e-06,-6.4497e-06,4.8632e-05,0.0,-1.6144e-05,0.0,-6.48e-06,0.010249,-3.5943e-05,2.5686e-05,3.514e-05,2.2967e-07,-2.2779e-06,-5.7349e-07,0.051219,4.77e-05,-7.5889e-05,1.7412e-05,0.0,0.0,0.0087063,-2.0481e-05,1.0174e-05,1.956e-06,6.1991e-07,-0.0023769,-1.4004e-06,1.0652e-05,5.0541e-06,0.0031156,-1.87e-06,8.4036e-06,818.2999999999998,0.0,0.0,0.0011467,-0.00021209,0.00059816,8.29014651555886e-05,8.274657679066325e-06,0.064275840793674,0.0620218467126416,0.2014309318023017,0.1747422464719024,0.0224935954140105,0.1368197324547604,0.003087083632802,8.368584276040856e-06,2.283573466917438e-06,1.0757054982786225e-05,0.3350161373823467,91.72210057744734,0.09871226329106148,0.10918508677286104,0.09871226329106148,0.0984580700240528
67,67,67,67,67,67,67,67,67,67,67,67.0,0.0,20.0,0.0,18.0,22.436,8.9927e-07,0.099895,0.18115,0.39535,0.15196,0.028844,0.12171,1577.4,4.0601,1.1074,1.8724e-05,0.0,0.0,-5.5014e-06,0.0,0.0,-0.064785,4.2633e-06,-7.309699999999999e-06,4.6477e-05,0.0,-1.5814e-05,0.0,-5.4352e-06,0.0096858,-3.4495e-05,2.1573e-05,3.3606e-05,-3.0333e-07,-1.7317e-06,-2.6229e-07,0.046537,4.3168e-05,-7.0616e-05,1.7157e-05,0.0,0.0,0.0079409,-1.8421e-05,1.3096e-05,1.1855e-06,3.5415e-07,-0.0016963,-3.1213e-07,8.1518e-06,3.3653e-06,0.002214,-2.3586e-07,7.486599999999999e-06,743.51,0.0,0.0,0.0010113,-0.0001768,0.00056333,6.027261335602796e-05,3.561741192596321e-06,0.0621238198102309,0.0675377145450377,0.191439359403103,0.15738632640747,0.017909427677158,0.0979949101941186,0.0016337272392415,4.205081757350415e-06,1.1469440501686778e-06,4.6302635503752175e-06,0.4039008980797335,68.4974985133511,0.13729207999282578,0.13453640175545534,0.13729207999282578,0.13715630049730387
68,68,68,68,68,68,68,68,68,68,68,68.0,0.0,20.0,18.0,36.0,23.002,7.9102e-07,0.094377,0.10433,0.38582,0.1178,0.058728,0.17071,825.98,1.6835,0.4586,1.6216e-05,0.0,0.0,-4.7318e-06,0.0,0.0,-0.055363,4.2158e-06,-7.481999999999999e-06,4.1396e-05,0.0,-1.4387e-05,0.0,-5.4029e-06,0.0082702,-2.7186e-05,1.9717e-05,2.9302e-05,-1.7253e-07,-1.8192e-06,-5.2691e-07,0.040732,3.6783e-05,-6.4592e-05,1.557e-05,0.0,0.0,0.0065175,-1.6975e-05,1.0731e-05,1.5056e-06,4.6058e-07,-0.0018684,-6.8502e-07,8.835e-06,3.9828e-06,0.0022664,-1.2699e-06,7.5938e-06,645.49,0.0,0.0,0.00084705,-0.00015022,0.00050831,5.154809352013021e-05,0.0,0.0604311565243452,0.0400495431780772,0.192359909225518,0.1256213168360738,0.0375449706566513,0.1415195883694087,0.0008808208427865,1.7952757800809016e-06,4.890486918592822e-07,0.0,0.4015388619491469,86.22359906831558,0.10594301659445977,0.11069739292796626,0.10594301659445977,0.10568932173430373
69,69,69,69,69,69,69,69,69,69,69,69.0,0.0,20.0,36.0,54.0,22.499,1.0789e-06,0.10633,0.16715,0.4106,0.13841,0.020089,0.11528,655.59,1.3813,0.37609,1.7091e-05,0.0,0.0,-5.1569e-06,0.0,0.0,-0.058928,2.3841e-06,-7.7479e-06,4.3289e-05,0.0,-1.4813e-05,0.0,-4.6525e-06,0.0091266,-3.2154e-05,1.7401e-05,3.1421e-05,-6.7469e-07,-1.3607e-06,-8.7961e-08,0.041848,3.8665e-05,-6.4629e-05,1.6233e-05,0.0,0.0,0.0070151,-1.6008e-05,1.4782e-05,7.7664e-07,2.1049e-07,-0.0012867,1.8192e-07,6.4101e-06,2.4353e-06,0.0016313,5.2514e-07,6.669e-06,673.44,0.0,0.0,0.00088544,-0.00014604,0.00052735,6.017704173713545e-05,5.643947692276683e-07,0.0655263394321458,0.0617532893790381,0.1970217296556507,0.1420531522518655,0.0123603347452493,0.091976508159203,0.0006728460810981,1.4176578224514257e-06,3.859892351015395e-07,7.337131999959688e-07,0.4285725214989851,56.622132522321806,0.16876991217884807,0.15885649819819006,0.16876991217884807,0.16873972900831033
70,70,70,70,70,70,70,70,70,70,70,70.0,0.0,20.0,54.0,72.0,22.131,1.2209e-06,0.094604,0.19858,0.42031,0.14468,0.010686,0.10653,497.18,0.9211800000000002,0.25048,1.6640999999999995e-05,0.0,0.0,-4.9803e-06,0.0,0.0,-0.057007,1.5398e-06,-7.514399999999999e-06,4.1972e-05,0.0,-1.4066e-05,0.0,-4.2234e-06,0.0091817,-3.2316e-05,1.4899e-05,3.072e-05,-8.486599999999999e-07,-1.1519e-06,6.7667e-08,0.039783,3.7306e-05,-6.062e-05,1.5514e-05,0.0,0.0,0.0066719,-1.4494e-05,1.5514e-05,5.6729e-07,1.3676e-07,-0.0010615,3.6331e-07,5.2836e-06,1.9235e-06,0.0013167,1.0047e-06,5.9693e-06,642.92,0.0,0.0,0.00084385,-0.00013365,0.00050339,5.966530431992961e-05,8.313283129736587e-08,0.0570975655297363,0.0718517285021333,0.1975208310305902,0.1454252790387483,0.0064392469739667,0.0832420708669261,0.0004997410853779,9.259252042086964e-07,2.517702785016981e-07,1.0807268068657561e-07,0.4378625027672063,49.53092959785634,0.193647600614209,0.17473108858299907,0.193647600614209,0.19351320789549584
71,71,71,71,71,71,71,71,71,71,71,71.0,0.0,20.0,72.0,90.0,22.032,1.3458e-06,0.086645,0.205,0.43761,0.15223,0.0085959999999999,0.084626,482.46,1.0381,0.2824,1.4763e-05,0.0,0.0,-4.3458e-06,0.0,0.0,-0.050724,9.2714e-07,-6.5552e-06,3.6905e-05,0.0,-1.2091000000000003e-05,0.0,-3.5226e-06,0.0084868,-2.9709e-05,1.1859e-05,2.7271e-05,-8.5284e-07,-9.202000000000002e-07,1.7586e-07,0.03487,3.3278e-05,-5.209e-05,1.3428e-05,0.0,0.0,0.0058895,-1.2215e-05,1.4342e-05,4.0639e-07,8.759399999999998e-08,-0.0008443199999999,3.9893e-07,4.1286e-06,1.4182e-06,0.0010069,1.201e-06,4.875e-06,571.36,0.0,0.0,0.00075612,-0.00011611,0.00044461,6.173342718041242e-05,1.3963413077475826e-07,0.0502440292754989,0.0712669933005776,0.1975892354130119,0.1470159703739921,0.0049767884593685,0.0635342085506373,0.0004659352628694,1.002544037609152e-06,2.727275177929145e-07,1.815243700071857e-07,0.4648435095068075,43.0255892275143,0.22295794640440852,0.18983921898629713,0.22295794640440852,0.2225981305204765
72,72,72,72,72,72,72,72,72,72,72,72.0,0.0,20.0,90.0,108.0,21.943,1.4511e-06,0.0838119999999999,0.23851,0.43802,0.14871,0.0071898,0.070655,398.48,0.8359499999999999,0.22722,1.5049e-05,0.0,0.0,-4.3633e-06,0.0,0.0,-0.051735,5.3495e-07,-6.6127e-06,3.7373e-05,0.0,-1.2e-05,0.0,-3.4406e-06,0.0089312,-3.0935e-05,1.0843e-05,2.7804e-05,-9.6734e-07,-8.66e-07,2.5444e-07,0.03514,3.3882e-05,-5.183e-05,1.3407e-05,0.0,0.0,0.0059355,-1.1831e-05,1.5125e-05,3.5275e-07,6.7558e-08,-0.00079197,4.5392e-07,3.8164e-06,1.2656e-06,0.00090964,1.4294e-06,4.7031e-06,580.67,0.0,0.0,0.0007676599999999,-0.00011452,0.00045116,5.596233689982313e-05,2.2560297048237498e-08,0.0474564018832443,0.0809634147548726,0.1931157222910738,0.1402336022052983,0.0040645945739583,0.051795777937555,0.0003757668334797,7.88301255890788e-07,2.1426857032538419e-07,2.9328386162708743e-08,0.4819377027251084,38.72508709077286,0.24906181085789172,0.20438705638575777,0.24906181085789172,0.24883649913641598
