ENERGY_BIN_INDEX,current_0,energy_0,error_0,current_1,energy_1,error_1,current_2,energy_2,error_2,current_3,energy_3,error_3,current_4,energy_4,error_4,current_5,energy_5,error_5,current_6,energy_6,error_6,current_7,energy_7,error_7,current_8,energy_8,error_8,current_9,energy_9,error_9,current_10,energy_10,error_10,current_11,energy_11,error_11,current_12,energy_12,error_12,current_13,energy_13,error_13,current_14,energy_14,error_14,current_15,energy_15,error_15,current_16,energy_16,error_16,current_17,energy_17,error_17,current_18,energy_18,error_18,current_19,energy_19,error_19,current_20,energy_20,error_20,current_21,energy_21,error_21,current_22,energy_22,error_22,current_23,energy_23,error_23,current_24,energy_24,error_24,current_25,energy_25,error_25,current_26,energy_26,error_26,current_27,energy_27,error_27,current_28,energy_28,error_28,current_29,energy_29,error_29,current_30,energy_30,error_30,current_31,energy_31,error_31,current_32,energy_32,error_32,current_33,energy_33,error_33,current_34,energy_34,error_34,current_35,energy_35,error_35,current_36,energy_36,error_36,current_37,energy_37,error_37,current_38,energy_38,error_38,current_39,energy_39,error_39,current_40,energy_40,error_40,current_41,energy_41,error_41,current_42,energy_42,error_42,current_43,energy_43,error_43,current_44,energy_44,error_44,current_45,energy_45,error_45,current_46,energy_46,error_46,current_47,energy_47,error_47,current_48,energy_48,error_48,current_49,energy_49,error_49,current_50,energy_50,error_50,current_51,energy_51,error_51,current_52,energy_52,error_52,current_53,energy_53,error_53,current_54,energy_54,error_54,current_55,energy_55,error_55,current_56,energy_56,error_56,current_57,energy_57,error_57,current_58,energy_58,error_58,current_59,energy_59,error_59,current_60,energy_60,error_60,current_61,energy_61,error_61,current_62,energy_62,error_62,current_63,energy_63,error_63,current_64,energy_64,error_64,current_65,energy_65,error_65,current_66,energy_66,error_66,current_67,energy_67,error_67,current_68,energy_68,error_68,current_69,energy_69,error_69,current_70,energy_70,error_70,current_71,energy_71,error_71,current_72,energy_72,error_72,current_73,energy_73,error_73,current_74,energy_74,error_74,current_75,energy_75,error_75,current_76,energy_76,error_76,current_77,energy_77,error_77,current_78,energy_78,error_78,current_79,energy_79,error_79,current_80,energy_80,error_80,current_81,energy_81,error_81,current_82,energy_82,error_82,current_83,energy_83,error_83,current_84,energy_84,error_84,current_85,energy_85,error_85,current_86,energy_86,error_86,current_87,energy_87,error_87,current_88,energy_88,error_88,current_89,energy_89,error_89,current_90,energy_90,error_90,current_91,energy_91,error_91,current_92,energy_92,error_92,current_93,energy_93,error_93,current_94,energy_94,error_94,current_95,energy_95,error_95,current_96,energy_96,error_96,current_97,energy_97,error_97,current_98,energy_98,error_98,current_99,energy_99,error_99,current_100,energy_100,error_100,current_101,energy_101,error_101,current_102,energy_102,error_102,current_103,energy_103,error_103,current_104,energy_104,error_104,current_105,energy_105,error_105,current_106,energy_106,error_106,current_107,energy_107,error_107,current_108,energy_108,error_108,current_109,energy_109,error_109,current_110,energy_110,error_110,current_111,energy_111,error_111,current_112,energy_112,error_112,current_113,energy_113,error_113
0,0.000129762,1e-09,0.063,7.985069623441188e-05,1e-09,0.0811,0.000122565,1e-09,0.0643,0.000151632,1e-09,0.0603,0.000157765,1e-09,0.0588,0.000162568,1e-09,0.0567,0.00014265,1e-09,0.0598,0.000135628,1e-09,0.0613,9.901921212066257e-05,1e-09,0.0727,6.310965476165682e-05,1e-09,0.0912,9.993949000276739e-05,1e-09,0.0704,0.000161005,1e-09,0.057,0.000131029,1e-09,0.0623,0.000109597,1e-09,0.0693,0.000108368,1e-09,0.0689,0.000110054,1e-09,0.0696,0.000132255,1e-09,0.0622,0.00011353,1e-09,0.0669,0.000120942,1e-09,0.0649,0.0001211,1e-09,0.0667,6.3628053568632e-05,1e-09,0.0885,6.601916806580508e-05,1e-09,0.0857,0.000122946,1e-09,0.0654,0.000174124,1e-09,0.0544,0.000153501,1e-09,0.0579,0.000167938,1e-09,0.0569,9.734017598473739e-05,1e-09,0.0746,3.043384996060648e-05,1e-09,0.1234,3.465616024352987e-05,1e-09,0.1181,8.348524786998238e-05,1e-09,0.0779,9.719005633021749e-05,1e-09,0.0747,9.788941472073864e-05,1e-09,0.0723,0.000140247,1e-09,0.062,0.0001199,1e-09,0.0674,0.000131736,1e-09,0.062,0.000121946,1e-09,0.0639,6.582956850214286e-05,1e-09,0.0863,0.000158916,1e-09,0.0567,0.000167702,1e-09,0.0549,0.000185613,1e-09,0.0524,0.000164905,1e-09,0.0545,0.000166833,1e-09,0.0557,0.000145958,1e-09,0.0592,4.223570280023681e-05,1e-09,0.108,1.6484602062915717e-05,1e-09,0.1707,9.94402911516061e-06,1e-09,0.2358,9.951541097872795e-06,1e-09,0.2154,6.108717941611054e-05,1e-09,0.0901,6.779036398963697e-05,1e-09,0.0874,4.6182613716954636e-05,1e-09,0.1036,7.244383328030618e-05,1e-09,0.0835,0.000100255,1e-09,0.0713,0.000128634,1e-09,0.0629,0.000114791,1e-09,0.0672,0.000139166,1e-09,0.0604,0.000127653,1e-09,0.0626,0.000130894,1e-09,0.0636,0.000173094,1e-09,0.0549,0.000160508,1e-09,0.0573,0.000205303,1e-09,0.0507,0.00017536,1e-09,0.0547,0.000128121,1e-09,0.0626,8.707251961436116e-05,1e-09,0.0761,1.1086546485811253e-05,1e-09,0.2159,6.659060675071615e-06,1e-09,0.2744,9.12037501068924e-06,1e-09,0.2394,8.146181252664542e-06,1e-09,0.2338,2.610233992899155e-05,1e-09,0.1391,1.215621202412055e-05,1e-09,0.1932,4.875396779933065e-05,1e-09,0.101,5.222951980081733e-05,1e-09,0.0973,9.157718924747267e-05,1e-09,0.0735,0.000104249,1e-09,0.0723,0.000124183,1e-09,0.0646,0.000171196,1e-09,0.0557,0.000141874,1e-09,0.0605,0.000179253,1e-09,0.0542,0.000186968,1e-09,0.0534,0.000157254,1e-09,0.0575,0.000165117,1e-09,0.0571,0.000127862,1e-09,0.0624,3.0406370023847835e-05,1e-09,0.1328,5.101920258619886e-06,1e-09,0.297,7.091575679696773e-06,1e-09,0.2628,1.1021542635408832e-05,1e-09,0.2099,1.920883579345988e-05,1e-09,0.1681,3.785295288654355e-05,1e-09,0.1161,8.17258119190865e-05,1e-09,0.0786,0.000107474,1e-09,0.0688,9.366542444168153e-05,1e-09,0.074,0.000121712,1e-09,0.0646,0.000121135,1e-09,0.0666,0.00014436,1e-09,0.0608,0.000126509,1e-09,0.0645,0.00016695,1e-09,0.0559,0.000122735,1e-09,0.0651,3.828567189069922e-05,1e-09,0.1132,1.896511635434724e-05,1e-09,0.1601,2.1362830836331333e-05,1e-09,0.1621,2.925101268274665e-05,1e-09,0.1323,5.582687152199841e-05,1e-09,0.098,9.616537868837463e-05,1e-09,0.0734,0.000111229,1e-09,0.0687,0.000119128,1e-09,0.0657,0.000129827,1e-09,0.0641,0.000117328,1e-09,0.0653,0.000112871,1e-09,0.0667,6.68004862677068e-05,1e-09,0.0881,3.971882859248273e-05,1e-09,0.1188,4.942152626303504e-05,1e-09,0.0993,0.00010188,1e-09,0.0713,0.000116271,1e-09,0.0667,0.000112053,1e-09,0.0659,0.000104087,1e-09,0.0702
1,2.3190186630918883e-05,1.0779e-09,0.1407,1.1014534651536761e-05,1.0779e-09,0.221,1.9085596077079437e-05,1.0779e-09,0.1569,2.305302694657336e-05,1.0779e-09,0.1405,1.933795549630833e-05,1.0779e-09,0.1545,1.9818914389446426e-05,1.0779e-09,0.1594,2.6369579313976216e-05,1.0779e-09,0.1348,2.2267868753508858e-05,1.0779e-09,0.1519,1.8456197525555158e-05,1.0779e-09,0.1639,1.2885210346429413e-05,1.0779e-09,0.1963,1.889287652059746e-05,1.0779e-09,0.1595,2.5930260325009505e-05,1.0779e-09,0.1378,2.221854886701191e-05,1.0779e-09,0.1472,1.3845928135467228e-05,1.0779e-09,0.198,2.320818658949441e-05,1.0779e-09,0.1479,1.8186438146369922e-05,1.0779e-09,0.1664,2.494782258595722e-05,1.0779e-09,0.1424,2.250846819980174e-05,1.0779e-09,0.1567,1.8206958099146025e-05,1.0779e-09,0.1615,2.4996182474663468e-05,1.0779e-09,0.1382,6.894536133156665e-06,1.0779e-09,0.2635,9.731677603858918e-06,1.0779e-09,0.2177,2.1402190745749825e-05,1.0779e-09,0.1496,3.1164288279601384e-05,1.0779e-09,0.1246,2.6919538048320495e-05,1.0779e-09,0.1343,2.7213057372825432e-05,1.0779e-09,0.1422,1.6305442475227303e-05,1.0779e-09,0.1684,5.055780364804618e-06,1.0779e-09,0.2959,7.164895510961088e-06,1.0779e-09,0.2596,1.2114692119673002e-05,1.0779e-09,0.2041,1.4269287161163638e-05,1.0779e-09,0.1811,1.964683478546438e-05,1.0779e-09,0.1604,1.9153515920771095e-05,1.0779e-09,0.1553,1.5046885371626423e-05,1.0779e-09,0.1784,2.283210745498972e-05,1.0779e-09,0.1489,1.5014845445361984e-05,1.0779e-09,0.1854,1.1463933617305764e-05,1.0779e-09,0.2054,3.4253561170057246e-05,1.0779e-09,0.1239,2.3603225680365316e-05,1.0779e-09,0.1438,3.2621924925047595e-05,1.0779e-09,0.1204,2.4998582469140208e-05,1.0779e-09,0.1341,2.4574743444548456e-05,1.0779e-09,0.1431,2.468070320069639e-05,1.0779e-09,0.1424,8.691999996536453e-06,1.0779e-09,0.2419,2.8712813921338378e-06,1.0779e-09,0.4171,1.918939583819831e-06,1.0779e-09,0.5068,9.628525841248762e-07,1.0779e-09,0.7282,1.349816893578804e-05,1.0779e-09,0.1978,9.35347447424232e-06,1.0779e-09,0.2307,6.9079281023368574e-06,1.0779e-09,0.273,7.2566592997791265e-06,1.0779e-09,0.2476,1.601864313525723e-05,1.0779e-09,0.1759,2.3573345749129945e-05,1.0779e-09,0.1456,1.7902638799495772e-05,1.0779e-09,0.1626,2.116999128012552e-05,1.0779e-09,0.153,2.162191024009509e-05,1.0779e-09,0.1504,1.9025356215713337e-05,1.0779e-09,0.1628,3.074572924285845e-05,1.0779e-09,0.1277,2.747969675919091e-05,1.0779e-09,0.1324,3.555663817120159e-05,1.0779e-09,0.1187,2.615081981742164e-05,1.0779e-09,0.1313,2.1900909598015768e-05,1.0779e-09,0.1483,1.3556368801848912e-05,1.0779e-09,0.1868,1.6890081129760435e-06,1.0779e-09,0.5205,6.667820654911705e-07,1.0779e-09,1,1.4918125667949484e-06,1.0779e-09,0.5904,1.4720846121961704e-06,1.0779e-09,0.5845,2.916269288600273e-06,1.0779e-09,0.3872,2.9712051621727828e-06,1.0779e-09,0.3916,7.732122205565493e-06,1.0779e-09,0.2632,7.65991837173286e-06,1.0779e-09,0.2331,1.1591325324130963e-05,1.0779e-09,0.2086,1.8125478286660802e-05,1.0779e-09,0.1662,1.745179983704073e-05,1.0779e-09,0.1661,2.935265244883646e-05,1.0779e-09,0.1315,2.691521805826237e-05,1.0779e-09,0.1358,2.495574256773045e-05,1.0779e-09,0.1392,3.164884716445458e-05,1.0779e-09,0.1223,3.702579479013614e-05,1.0779e-09,0.1137,2.6184419740095954e-05,1.0779e-09,0.135,2.4889142721000998e-05,1.0779e-09,0.1417,3.081508908323615e-06,1.0779e-09,0.3814,1.1999972383684971e-06,1.0779e-09,0.7071,0,1.0779e-09,0,8.019509544182364e-07,1.0779e-09,0.7158,3.3209323573228976e-06,1.0779e-09,0.356,8.13734927299015e-06,1.0779e-09,0.2226,1.6594041811054928e-05,1.0779e-09,0.1667,1.760983947333386e-05,1.0779e-09,0.1686,1.9711754636060117e-05,1.0779e-09,0.1583,2.1996549377913737e-05,1.0779e-09,0.1474,1.3210049598855764e-05,1.0779e-09,0.1967,2.808809535904374e-05,1.0779e-09,0.1311,2.133331090426747e-05,1.0779e-09,0.1517,2.424294420813956e-05,1.0779e-09,0.1432,2.212014909346569e-05,1.0779e-09,0.1503,6.606560795892994e-06,1.0779e-09,0.3092,3.3233923516615528e-06,1.0779e-09,0.3848,4.55839350947326e-06,1.0779e-09,0.3246,3.214816601533971e-06,1.0779e-09,0.3924,7.90210181438039e-06,1.0779e-09,0.2528,1.074945526158116e-05,1.0779e-09,0.2084,1.9231995740160396e-05,1.0779e-09,0.1577,2.166139014923742e-05,1.0779e-09,0.154,2.5633021009065632e-05,1.0779e-09,0.1426,1.1420589717055893e-05,1.0779e-09,0.2153,2.2775707584786402e-05,1.0779e-09,0.1513,1.2216571885210486e-05,1.0779e-09,0.1965,9.185210861478288e-06,1.0779e-09,0.2531,9.390074390012559e-06,1.0779e-09,0.2294,1.1411853737160571e-05,1.0779e-09,0.1976,1.4204847309463247e-05,1.0779e-09,0.179,1.8765916812778067e-05,1.0779e-09,0.1596,1.4735606087993635e-05,1.0779e-09,0.1927
2,2.5866420471928305e-05,1.1619e-09,0.1371,1.6369642327480015e-05,1.1619e-09,0.1748,1.943779526654059e-05,1.1619e-09,0.1542,2.9259172663967555e-05,1.1619e-09,0.1313,2.6186699734848856e-05,1.1619e-09,0.1417,2.5350061660258337e-05,1.1619e-09,0.1375,3.5412518502873536e-05,1.1619e-09,0.1195,2.3541305822865503e-05,1.1619e-09,0.1428,1.7702599259859747e-05,1.1619e-09,0.169,1.3540408838578612e-05,1.1619e-09,0.1831,2.036011314395062e-05,1.1619e-09,0.1495,3.2606204961224966e-05,1.1619e-09,0.1242,3.060724956155072e-05,1.1619e-09,0.124,1.4669726239607205e-05,1.1619e-09,0.1874,2.589174041365788e-05,1.1619e-09,0.1361,1.9404795342485457e-05,1.1619e-09,0.1598,2.2918507256152257e-05,1.1619e-09,0.1483,1.8889636528053863e-05,1.1619e-09,0.1613,2.5119062191872404e-05,1.1619e-09,0.144,2.4471663681772598e-05,1.1619e-09,0.1439,1.254093113874149e-05,1.1619e-09,0.2003,1.2415891426503494e-05,1.1619e-09,0.1959,2.0765112211899984e-05,1.1619e-09,0.1547,3.236644551299894e-05,1.1619e-09,0.122,3.185620668724466e-05,1.1619e-09,0.1241,3.165232715644584e-05,1.1619e-09,0.1242,2.0410753027409765e-05,1.1619e-09,0.1562,8.354692772803452e-06,1.1619e-09,0.2484,5.419727527229398e-06,1.1619e-09,0.2925,1.6845441232493124e-05,1.1619e-09,0.1725,1.8431237582997096e-05,1.1619e-09,0.1622,2.583810053710281e-05,1.1619e-09,0.138,2.233050860935169e-05,1.1619e-09,0.1498,2.04688328937468e-05,1.1619e-09,0.1521,2.154235042319126e-05,1.1619e-09,0.1515,1.987783425385032e-05,1.1619e-09,0.1514,9.450602250715868e-06,1.1619e-09,0.2296,4.1303664945196e-05,1.1619e-09,0.1112,3.234556556105133e-05,1.1619e-09,0.1245,2.591790035345431e-05,1.1619e-09,0.1388,3.133588788468807e-05,1.1619e-09,0.1276,3.3317803323577485e-05,1.1619e-09,0.1233,2.7373617003319137e-05,1.1619e-09,0.1364,5.937274336165348e-06,1.1619e-09,0.2844,2.8390734662560273e-06,1.1619e-09,0.416,2.4235864224433193e-06,1.1619e-09,0.421,2.499690247300649e-06,1.1619e-09,0.4195,9.33728651149673e-06,1.1619e-09,0.2405,7.141135565641392e-06,1.1619e-09,0.2563,1.2666810849046346e-05,1.1619e-09,0.1936,1.6672881629615736e-05,1.1619e-09,0.1713,1.7881638847824322e-05,1.1619e-09,0.1638,2.1433870672842745e-05,1.1619e-09,0.1459,1.9440075261293495e-05,1.1619e-09,0.1603,2.9662851734954716e-05,1.1619e-09,0.1263,2.2375388506066675e-05,1.1619e-09,0.1474,2.3640305595030903e-05,1.1619e-09,0.1423,2.894105339607607e-05,1.1619e-09,0.1305,3.149524751794341e-05,1.1619e-09,0.1274,3.741711388956811e-05,1.1619e-09,0.117,3.0722929295329444e-05,1.1619e-09,0.1277,2.4238864217529114e-05,1.1619e-09,0.1396,1.586636348570827e-05,1.1619e-09,0.1883,1.9681154706481723e-06,1.1619e-09,0.463,1.433084701949194e-06,1.1619e-09,0.5028,0,1.1619e-09,0,2.349090593885403e-06,1.1619e-09,0.4597,5.6488909998406305e-06,1.1619e-09,0.296,2.624669959676728e-06,1.1619e-09,0.4208,9.03752720135228e-06,1.1619e-09,0.2352,1.1603025297205056e-05,1.1619e-09,0.2023,1.833847779647121e-05,1.1619e-09,0.1611,1.8521957374217752e-05,1.1619e-09,0.1603,2.6607898765516198e-05,1.1619e-09,0.1315,2.2861027388434403e-05,1.1619e-09,0.1461,2.7210537378624857e-05,1.1619e-09,0.1354,2.9057453128197812e-05,1.1619e-09,0.1302,3.715983448166191e-05,1.1619e-09,0.1163,3.306772389910149e-05,1.1619e-09,0.1216,3.2107726108406694e-05,1.1619e-09,0.1249,2.390538498498651e-05,1.1619e-09,0.1396,7.095859669837748e-06,1.1619e-09,0.2642,2.535918163926994e-06,1.1619e-09,0.4553,1.879243675174601e-06,1.1619e-09,0.5192,3.120784817935416e-07,1.1619e-09,1,6.2948135133372416e-06,1.1619e-09,0.2761,1.1523309480660237e-05,1.1619e-09,0.2181,1.1879192661643183e-05,1.1619e-09,0.1988,2.027551333864564e-05,1.1619e-09,0.15,1.5636684014284538e-05,1.1619e-09,0.1681,2.560386107617328e-05,1.1619e-09,0.1384,1.7730679195237566e-05,1.1619e-09,0.1713,2.724089730875558e-05,1.1619e-09,0.1332,2.7081657675224082e-05,1.1619e-09,0.1317,1.9914914168515907e-05,1.1619e-09,0.1518,2.1924189544440116e-05,1.1619e-09,0.1504,7.754070155055253e-06,1.1619e-09,0.2413,3.052816974354224e-06,1.1619e-09,0.3603,4.561717501823539e-06,1.1619e-09,0.3097,7.059331753901811e-06,1.1619e-09,0.2739,1.4187927348402253e-05,1.1619e-09,0.1901,1.9424235297747025e-05,1.1619e-09,0.1593,2.3825105169739653e-05,1.1619e-09,0.1452,2.098939169575106e-05,1.1619e-09,0.1577,2.434326397726717e-05,1.1619e-09,0.1468,2.6231339632116163e-05,1.1619e-09,0.1379,1.9132515969099646e-05,1.1619e-09,0.1601,1.211313212326312e-05,1.1619e-09,0.1969,7.087795688395912e-06,1.1619e-09,0.2703,7.588170536850808e-06,1.1619e-09,0.2417,1.3633168625104497e-05,1.1619e-09,0.1903,1.8484277460932984e-05,1.1619e-09,0.1652,2.0970311739661e-05,1.1619e-09,0.1539,2.619029972656396e-05,1.1619e-09,0.1388
3,3.574899772851206e-05,1.2524e-09,0.1158,1.8784396770248945e-05,1.2524e-09,0.1625,2.828621490309838e-05,1.2524e-09,0.1295,3.608043696574944e-05,1.2524e-09,0.1174,3.208336616446782e-05,1.2524e-09,0.1213,3.3290203387095016e-05,1.2524e-09,0.1229,3.0115610692991153e-05,1.2524e-09,0.1247,2.930429256013021e-05,1.2524e-09,0.1269,2.07303122919873e-05,1.2524e-09,0.1568,1.5082045290710619e-05,1.2524e-09,0.1869,2.8272894933752487e-05,1.2524e-09,0.131,3.098272869743623e-05,1.2524e-09,0.1226,2.803313548552646e-05,1.2524e-09,0.1352,2.1974469428727755e-05,1.2524e-09,0.1523,2.4471063683153413e-05,1.2524e-09,0.1385,1.8858916598751626e-05,1.2524e-09,0.1633,3.1223208144005276e-05,1.2524e-09,0.1238,2.943725225414144e-05,1.2524e-09,0.1309,2.8970453328416095e-05,1.2524e-09,0.1355,2.7064257715267736e-05,1.2524e-09,0.1354,1.3851928121659073e-05,1.2524e-09,0.1846,1.4332287016177983e-05,1.2524e-09,0.1776,2.3753465334609053e-05,1.2524e-09,0.1435,3.7054474724133154e-05,1.2524e-09,0.1182,3.279676452267789e-05,1.2524e-09,0.1214,4.153022442379997e-05,1.2524e-09,0.1136,2.0633832514022472e-05,1.2524e-09,0.1532,6.4364731873266425e-06,1.2524e-09,0.2634,7.748418168062536e-06,1.2524e-09,0.248,2.1717910019164573e-05,1.2524e-09,0.1556,1.5946043302335936e-05,1.2524e-09,0.1755,2.237838849916259e-05,1.2524e-09,0.1496,2.6750938436329723e-05,1.2524e-09,0.1298,2.3079306886093632e-05,1.2524e-09,0.145,2.713685754818903e-05,1.2524e-09,0.1318,2.6951577974584937e-05,1.2524e-09,0.1305,1.2264811774192898e-05,1.2524e-09,0.2033,2.90320131867444e-05,1.2524e-09,0.1282,3.838347166562626e-05,1.2524e-09,0.1094,3.757551352503275e-05,1.2524e-09,0.1118,3.8927190414331026e-05,1.2524e-09,0.113,3.325912345862127e-05,1.2524e-09,0.1189,3.925610965736783e-05,1.2524e-09,0.1123,6.972667953346838e-06,1.2524e-09,0.2772,2.2912027271065064e-06,1.2524e-09,0.4581,3.66671156155878e-06,1.2524e-09,0.3191,3.57185177986575e-06,1.2524e-09,0.3808,1.3435409080221367e-05,1.2524e-09,0.1899,1.814815823446597e-05,1.2524e-09,0.1645,1.0357548163502394e-05,1.2524e-09,0.2096,1.4449886745538095e-05,1.2524e-09,0.1815,2.7632936406530566e-05,1.2524e-09,0.138,3.349876290712346e-05,1.2524e-09,0.1198,3.35992026759749e-05,1.2524e-09,0.1224,3.0787249147306e-05,1.2524e-09,0.124,3.1649567162797604e-05,1.2524e-09,0.123,2.661593874701327e-05,1.2524e-09,0.1381,4.195118345501965e-05,1.2524e-09,0.1082,3.270472473449502e-05,1.2524e-09,0.1238,3.8654191042602195e-05,1.2524e-09,0.1139,3.7423953873826806e-05,1.2524e-09,0.1123,2.7494336725499007e-05,1.2524e-09,0.1364,2.1995229380951535e-05,1.2524e-09,0.1462,1.7084600682099966e-06,1.2524e-09,0.6484,2.6784538359004043e-06,1.2524e-09,0.4527,9.415802330803181e-07,1.2524e-09,0.7333,4.301498100683331e-06,1.2524e-09,0.343,3.1689887070006783e-06,1.2524e-09,0.3629,3.1794286829744844e-06,1.2524e-09,0.385,9.06165914581587e-06,1.2524e-09,0.2291,1.3913487979987377e-05,1.2524e-09,0.1841,2.2906267284320894e-05,1.2524e-09,0.1468,2.0216953473413254e-05,1.2524e-09,0.1544,2.9577051932411372e-05,1.2524e-09,0.1275,3.428308110212111e-05,1.2524e-09,0.1196,2.5978380214268087e-05,1.2524e-09,0.1364,4.3488499917093515e-05,1.2524e-09,0.1059,4.5566055135880904e-05,1.2524e-09,0.1037,3.496515953240976e-05,1.2524e-09,0.1218,3.3620562626817856e-05,1.2524e-09,0.1214,1.9752674541888485e-05,1.2524e-09,0.1501,8.05492146268662e-06,1.2524e-09,0.2493,3.897111031325532e-06,1.2524e-09,0.3695,3.617079675779859e-07,1.2524e-09,1,2.2989547092663667e-06,1.2524e-09,0.4559,3.5715157806390064e-06,1.2524e-09,0.3618,1.0767767219438663e-05,1.2524e-09,0.205,1.80661984230854e-05,1.2524e-09,0.1658,2.581134059868719e-05,1.2524e-09,0.1405,2.6868418165966e-05,1.2524e-09,0.1353,2.642657918279872e-05,1.2524e-09,0.1409,2.7998455565337612e-05,1.2524e-09,0.13,3.732579409972827e-05,1.2524e-09,0.1155,3.817743213979839e-05,1.2524e-09,0.1142,3.887907052507245e-05,1.2524e-09,0.1157,2.0486112853979312e-05,1.2524e-09,0.1572,6.8502322351161005e-06,1.2524e-09,0.2669,4.307642086543778e-06,1.2524e-09,0.3418,3.2225685836938313e-06,1.2524e-09,0.3865,7.781358092255752e-06,1.2524e-09,0.2422,1.4605406387630651e-05,1.2524e-09,0.1799,2.2140309047070278e-05,1.2524e-09,0.1455,2.351058589356327e-05,1.2524e-09,0.1433,3.121084817245008e-05,1.2524e-09,0.1278,2.3962264854085175e-05,1.2524e-09,0.1437,3.223468581622608e-05,1.2524e-09,0.1241,2.0904191891826893e-05,1.2524e-09,0.1552,1.4876365764054259e-05,1.2524e-09,0.1797,5.02250444138466e-06,1.2524e-09,0.3117,1.2104612142870704e-05,1.2524e-09,0.1936,2.6386739274484885e-05,1.2524e-09,0.133,2.072035231490884e-05,1.2524e-09,0.1511,2.227398873942453e-05,1.2524e-09,0.1426,2.44443037447378e-05,1.2524e-09,0.1399
